"episode","happy-moon-327","happy-moon-327__MIN","happy-moon-327__MAX","dry-smoke-325","dry-smoke-325__MIN","dry-smoke-325__MAX","easy-bee-324","easy-bee-324__MIN","easy-bee-324__MAX","atomic-cloud-322","atomic-cloud-322__MIN","atomic-cloud-322__MAX","sandy-pine-320","sandy-pine-320__MIN","sandy-pine-320__MAX"
"407","139.10907990610087","-534.7818401877983","813","343.14070064572854","-126.71859870854288","813","359.2471841508737","-94.50563169825263","813","211.3596872065604","-390.2806255868792","813","315.53563435267665","-181.92873129464667","813"
"408","187.28772353780357","-440.42455292439286","815","396.27057577850775","-22.45884844298446","815","349.55435963076525","-115.8912807384695","815","301.77936640679314","-211.44126718641368","815","386.1956642354679","-42.608671529064196","815"
"409","309.9038231560483","-197.1923536879034","817","396.5364193826057","-23.927161234788645","817","334.53358039390514","-147.9328392121897","817","163.00419252297098","-490.99161495405804","817","353.74299033291936","-109.51401933416125","817"
"410","255.75898632130605","-307.4820273573879","819","398.6001590205757","-21.79968195884864","819","364.82568583173725","-89.34862833652552","819","235.85864119245628","-347.28271761508745","819","402.35572181100514","-14.288556377989728","819"
"411","289.88696444737394","-241.2260711052521","821","384.9543962896923","-51.09120742061541","821","303.9364801834531","-213.12703963309377","821","357.79901482625644","-105.40197034748715","821","387.76221583289083","-45.47556833421839","821"
"412","213.18470975727675","-396.6305804854465","823","403.3377436291817","-16.324512741636546","823","349.8662865119062","-123.26742697618762","823","379.00435012478783","-64.99129975042435","823","340.41807333000946","-142.16385333998107","823"
"413","359.6804951461142","-105.63900970777163","825","336.81178542435634","-151.37642915128725","825","222.83048673629017","-379.33902652741966","825","389.2026184905757","-46.59476301884862","825","324.0523799277441","-176.89524014451183","825"
"414","234.99758713565103","-357.00482572869794","827","356.56632035864436","-113.86735928271129","827","404.3434480601821","-18.31310387963587","827","379.2014305103911","-68.59713897921773","827","409.31712123203806","-8.365757535923848","827"
"415","313.09857177507376","-202.80285644985253","829","357.6148276836295","-113.77034463274097","829","413.43896110254855","-2.122077794902919","829","298.09783729192236","-232.8043254161553","829","356.5897397680465","-115.82052046390702","829"
"416","224.7869637255054","-381.4260725489892","831","354.8848353350898","-121.23032932982042","831","276.03945664822925","-278.9210867035415","831","389.23517604782916","-52.52964790434164","831","409.52479549733647","-11.950409005327046","831"
"417","315.106067479079","-202.787865041842","833","339.0629761610918","-154.87404767781646","833","354.8510540637508","-123.29789187249847","833","400.32615845677947","-32.34768308644108","833","266.74657934976307","-299.50684130047387","833"
"418","356.53195870034443","-121.93608259931109","835","401.3973766066036","-32.205246786792806","835","407.47573258663004","-20.048534826739864","835","405.5966531197674","-23.806693760465222","835","366.1609432725869","-102.67811345482625","835"
"419","-170.8044160454341","-1178.6088320908682","837","269.85308936726165","-297.29382126547677","837","349.4014255204383","-138.19714895912338","837","292.03524613307627","-252.92950773384746","837","294.80260756921194","-247.39478486157614","837"
"420","102.93038701368135","-633.1392259726373","839","375.93539403105217","-87.1292119378956","839","406.1130678093566","-26.773864381286735","839","323.47163235378326","-192.05673529243347","839","398.6928386630144","-41.61432267397115","839"
"421","199.45342906271492","-442.09314187457016","841","400.2257600874199","-40.54847982516012","841","191.3383275972509","-458.3233448054982","841","304.89559425781863","-231.2088114843627","841","408.597151363986","-23.805697272028024","841"
"422","56.13273623874795","-730.7345275225041","843","292.48571244909095","-258.0285751018181","843","404.46213004941563","-34.0757399011687","843","417.87086873309016","-7.258262533819731","843","403.1744353873381","-36.65112922532379","843"
"423","376.9856954948411","-91.02860901031782","845","276.12177815684544","-292.7564436863091","845","406.58329109837433","-31.83341780325138","845","395.79962910398535","-53.400741792029336","845","389.5568157171043","-65.88636856579133","845"
"424","345.5838832565852","-155.8322334868297","847","370.31031972704284","-106.37936054591427","847","406.6301065633344","-33.73978687333123","847","394.12966299136895","-58.74067401726209","847","396.423829430381","-54.15234113923808","847"
"425","344.61364483934096","-159.77271032131802","849","378.15374680636626","-92.69250638726749","849","403.5397102574194","-41.92057948516122","849","232.14576496449516","-384.7084700710097","849","417.5834749426844","-13.833050114631241","849"
"426","226.0717893076149","-398.8564213847702","851","312.99744143722336","-225.0051171255533","851","397.1460454130502","-56.707909173899594","851","310.9770845052847","-229.04583098943058","851","328.28004143339035","-194.43991713321932","851"
"427","316.5550904491614","-219.8898191016772","853","333.59559750507873","-185.8088049898425","853","296.2399811862276","-260.5200376275448","853","400.5513425610272","-51.897314877945604","853","351.9148003158767","-149.17039936824662","853"
"428","343.5846842605469","-167.83063147890618","855","396.56407566670504","-61.871848666589884","855","408.2834741354265","-38.43305172914704","855","316.047837411663","-222.90432517667398","855","412.2204951982043","-30.55900960359142","855"
"429","333.8521571178077","-189.29568576438461","857","325.3492190346793","-206.3015619306413","857","424.8758225972485","-7.248354805503052","857","381.7687955095057","-93.46240898098863","857","389.33642614554196","-78.32714770891604","857"
"430","73.9753704279704","-711.0492591440592","859","315.05254778822035","-228.8949044235593","859","346.1927479171609","-166.61450416567826","859","407.134335332382","-44.73132933523592","859","369.4091950880997","-120.18160982380058","859"
"431","212.7281016362099","-435.5437967275802","861","410.10490513682487","-40.79018972635026","861","278.1678992937878","-304.6642014124244","861","361.2672233790124","-138.46555324197513","861","303.99791639921307","-253.00416720157392","861"
"432","354.10478319771283","-154.79043360457436","863","384.97482207957205","-93.05035584085596","863","393.96691962829993","-75.06616074340016","863","383.1650411366111","-96.66991772677788","863","322.7510632030718","-217.49787359385647","863"
"433","197.3414292244499","-470.3171415511002","865","399.8475645880337","-65.30487082393253","865","399.6674726087555","-65.66505478248904","865","419.4239498840583","-26.15210023188338","865","421.341184384129","-22.31763123174197","865"
"434","324.4896307664096","-218.0207384671808","867","424.85567940537106","-17.288641189257827","867","299.57398514873125","-267.85202970253744","867","381.62457053651684","-103.75085892696634","867","342.2877937036752","-182.42441259264956","867"
"435","325.4320841935689","-218.13583161286212","869","402.1371641340032","-64.7256717319936","869","432.144595258794","-4.710809482411993","869","180.40001499317142","-508.19997001365715","869","413.94703929316415","-41.105921413671744","869"
"436","418.1527139334207","-34.694572133158495","871","259.01955873449583","-352.9608825310084","871","337.9201842639836","-195.15963147203283","871","354.60161424876105","-161.79677150247795","871","243.9263708154772","-383.1472583690456","871"
"437","327.30726635841717","-218.3854672831657","873","428.1318391521979","-16.736321695604175","873","402.59428703151195","-67.81142593697605","873","323.65608330003425","-225.68783339993152","873","385.2845275177938","-102.43094496441243","873"
"438","401.24319813321097","-72.51360373357807","875","402.938635011213","-69.122729977574","875","434.83838545313677","-5.323229093726491","875","183.46574536394357","-508.06850927211286","875","287.1522712592076","-300.69545748158475","875"
"439","284.39826599060075","-308.20346801879845","877","405.7672464803474","-65.46550703930514","877","422.937583100584","-31.124833798832046","877","377.4718952910157","-122.05620941796855","877","399.53186592906","-77.93626814187992","877"
"440","156.1491739914904","-566.7016520170192","879","309.65466530727065","-259.69066938545865","879","404.8385399626378","-69.32292007472438","879","254.6490763218696","-369.7018473562608","879","415.1805033072411","-48.63899338551781","879"
"441","352.37251248952975","-176.25497502094046","881","420.521558843072","-39.95688231385595","881","278.64434808585776","-323.7113038282845","881","409.0323462092494","-62.9353075815012","881","432.71378682583753","-15.572426348324885","881"
"442","329.0764449663375","-224.84711006732505","883","426.1145698548678","-30.770860290264437","883","413.96390120818603","-55.07219758362798","883","66.37141641443554","-750.2571671711289","883","398.5938401646395","-85.812319670721","883"
"443","431.8898561612674","-21.220287677465212","885","413.7827924541452","-57.434415091709596","885","404.04335034722976","-76.91329930554043","885","311.1380187111206","-262.72396257775875","885","426.8946042063559","-31.21079158728824","885"
"444","96.09921605168898","-694.801567896622","887","373.1990882031457","-140.6018235937085","887","335.06853573016383","-216.86292853967228","887","431.32199155648686","-24.35601688702627","887","438.67407832597564","-9.651843348048764","887"
"445","410.6620738394979","-67.67585232100413","889","436.91412880439447","-15.171742391211092","889","362.54291283317775","-163.91417433364455","889","350.26533724423814","-188.46932551152378","889","301.1902113845677","-286.6195772308646","889"
"446","-12.650620280456337","-916.3012405609127","891","423.3528394914015","-44.29432101719705","891","437.0601215440022","-16.879756911995585","891","197.1048407466671","-496.7903185066658","891","240.3779779644137","-410.2440440711726","891"
"447","337.21948309589425","-218.56103380821156","893","354.01743322583786","-184.9651335483243","893","391.5576677937982","-109.88466441240362","893","442.2712209673008","-8.4575580653984","893","433.74113274671225","-25.51773450657544","893"
"448","368.31441035412786","-158.37117929174426","895","240.7117242725357","-413.5765514549286","895","419.69382691968394","-55.61234616063213","895","273.63147215678237","-347.7370556864353","895","363.8588159798307","-167.28236804033858","895"
"449","255.9149623152078","-385.1700753695844","897","417.72250507890425","-61.55498984219151","897","366.16591258790095","-164.6681748241981","897","419.32125344081675","-58.35749311836655","897","379.6189340426859","-137.76213191462816","897"
"450","227.54751966313506","-443.9049606737299","899","372.2515946669282","-154.49681066614357","899","410.27143760242706","-78.4571247951459","899","421.1022440252427","-56.795511949514555","899","353.35433158338503","-192.29133683322993","899"
"451","421.0280031890219","-58.94399362195625","901","415.11790688314534","-70.76418623370927","901","410.1076625360961","-80.7846749278078","901","218.4366148230544","-464.1267703538912","901","424.43097813292775","-52.13804373414455","901"
"452","296.0205485062079","-310.9589029875842","903","283.8987853466798","-335.20242930664045","903","420.42950914975546","-62.14098170048903","903","428.07836292461855","-46.84327415076289","903","377.48806517921884","-148.02386964156233","903"
"453","389.48522830948804","-126.02954338102394","905","428.07517840653117","-48.849643186937705","905","425.9100760954881","-53.1798478090239","905","330.7328972400926","-243.53420551981475","905","438.1959908035203","-28.60801839295937","905"
"454","-90.64982574582575","-1088.2996514916515","907","391.88645622578065","-123.2270875484387","907","357.486944773172","-192.02611045365597","907","330.85554867796077","-245.28890264407846","907","298.3045877561001","-310.39082448779976","907"
"455","436.76653356244327","-35.466932875113486","909","364.40359530660515","-180.19280938678966","909","421.3122703426179","-66.37545931476417","909","426.6527371037124","-55.69452579257517","909","412.70024810525445","-83.59950378949115","909"
"456","92.53239672681934","-725.9352065463613","911","443.6109083764676","-23.778183247064792","911","354.61176345596374","-201.7764730880725","911","335.9135669809291","-239.17286603814182","911","442.8808320809025","-25.238335838194978","911"
"457","47.83532209270584","-817.3293558145883","913","439.1470225961622","-34.70595480767563","913","203.1098048230656","-506.7803903538688","913","169.96470568861804","-573.0705886227639","913","400.8388676894104","-111.32226462117922","913"
"458","-243.67517212465475","-1402.3503442493095","915","443.1131529908526","-28.77369401829481","915","327.44309101534805","-260.11381796930397","915","385.48082146384195","-144.03835707231613","915","376.1886082023724","-162.6227835952552","915"
"459","-51.693671516346285","-1020.3873430326926","917","379.0901059442448","-158.81978811151043","917","451.31363534265216","-14.372729314695667","917","406.5538408072142","-103.89231838557156","917","447.9780125755379","-21.04397484892423","917"
"460","369.1369696265826","-180.7260607468348","919","434.77539095949373","-49.44921808101252","919","-5.581584955345079","-930.1631699106902","919","325.1545770578011","-268.69084588439785","919","405.2478339936291","-108.50433201274183","919"
"461","392.02788703862103","-136.94422592275794","921","361.7983517924805","-197.403296415039","921","414.60795087723227","-91.78409824553547","921","204.64703743840593","-511.70592512318814","921","454.4851406260729","-12.02971874785418","921"
"462","387.20952605093055","-148.5809478981389","923","222.6727756285712","-477.6544487428576","923","428.71870714174673","-65.56258571650652","923","193.8523782153776","-535.2952435692448","923","387.48999852743054","-148.02000294513888","923"
"463","382.39631663137544","-160.20736673724912","925","358.0035592183318","-208.99288156333643","925","455.6330942228228","-13.733811554354311","925","177.4083626632447","-570.1832746735106","925","394.5628833290415","-135.874233341917","925"
"464","374.92898982002094","-177.14202035995814","927","443.7986523129143","-39.4026953741714","927","425.17419103703423","-76.65161792593155","927","353.5254054971535","-219.949189005693","927","426.25396609293887","-74.4920678141223","927"
"465","313.2593578266758","-302.48128434664847","929","320.68179443514197","-287.63641112971607","929","316.51764189611555","-295.9647162077689","929","448.2198092427613","-32.56038151447745","929","424.615913413957","-79.76817317208602","929"
"466","459.479893854067","-12.040212291866101","931","315.10028166196673","-300.7994366760666","931","432.0447161397049","-66.91056772059015","931","422.5125065835766","-85.97498683284672","931","451.69985612675686","-27.60028774648634","931"
"467","187.9410615342441","-557.1178769315118","933","435.59801755148675","-61.80396489702648","933","457.53584228349507","-17.92831543300984","933","445.4944405040185","-42.01111899196306","933","444.60900343084546","-43.78199313830904","933"
"468","412.52967810177825","-109.94064379644348","935","325.7506331748349","-283.4987336503303","935","449.38998817631835","-36.22002364736324","935","39.695507926067194","-855.6089841478656","935","409.54291503886236","-115.91416992227529","935"
"469","238.98180886883054","-459.0363822623389","937","411.16959642217495","-114.6608071556501","937","460.7259584466363","-15.548083106727358","937","310.6355040255328","-315.7289919489344","937","463.1947101326173","-10.610579734765494","937"
"470","402.94255484393386","-133.1148903121323","939","233.9987608158456","-471.0024783683088","939","431.84018345245704","-75.31963309508596","939","316.0243715793533","-306.9512568412933","939","428.57283965298876","-81.85432069402245","939"
"471","222.91570783961112","-495.16858432077777","941","396.34347314698226","-148.31305370603545","941","332.1131942953365","-276.773611409327","941","-36.74021522366576","-1014.4804304473315","941","455.4029256771904","-30.194148645619137","941"
"472","340.9600430805493","-261.0799138389013","943","410.27396495197826","-122.45207009604351","943","457.219009379829","-28.56198124034198","943","338.22308517005706","-266.5538296598858","943","456.5046386793842","-29.99072264123167","943"
"473","340.7194861579412","-263.56102768411756","945","377.0362234790918","-190.92755304181637","945","315.79328500740905","-313.41342998518195","945","215.91689062339304","-513.1662187532139","945","384.70222829143006","-175.5955434171399","945"
"474","418.8935086251441","-109.21298274971186","947","324.2612454006071","-298.47750919878575","947","428.010615145497","-90.978769709006","947","307.4748116380871","-332.0503767238258","947","389.6430684175374","-167.71386316492521","947"
"475","432.1724273052692","-84.65514538946161","949","462.1652588883354","-24.669482223329197","949","363.33552121612286","-222.32895756775432","949","428.04593161720777","-92.90813676558447","949","451.4764593037223","-46.0470813925553","949"
"476","432.2097892485309","-86.58042150293814","951","401.5487258795074","-147.90254824098523","951","412.78594877400235","-125.42810245199534","951","345.2414254789137","-260.5171490421726","951","414.01144268099966","-122.97711463800067","951"
"477","289.73534933508745","-373.52930132982516","953","412.16177633546675","-128.67644732906646","953","358.5050473892218","-235.98990522155646","953","445.88894108089767","-61.22211783820461","953","465.6886797345548","-21.62264053089037","953"
"478","142.59738852272835","-669.8052229545433","955","453.9868632584317","-47.026273483136656","955","440.64491152181574","-73.71017695636856","955","50.34445649267457","-854.3110870146509","955","453.21836433512453","-48.563271329750876","955"
"479","336.8771289691578","-283.2457420616844","957","416.58980122659113","-123.82039754681769","957","439.8757247068018","-77.24855058639639","957","170.2562130596129","-616.4875738807742","957","429.2945180902915","-98.41096381941696","957"
"480","360.04644322076774","-238.9071135584645","959","424.7827573871234","-109.4344852257532","959","473.4949070946672","-12.010185810665616","959","325.5595576582914","-307.8808846834172","959","461.3241742877932","-36.35165142441366","959"
"481","205.50650744231297","-549.9869851153741","961","471.7254334143433","-17.549133171313482","961","447.18619590448395","-66.62760819103205","961","166.57871281685874","-627.8425743662825","961","476.1049532605015","-8.790093478997056","961"
"482","220.56794554967536","-521.8641089006493","963","442.8738045211335","-77.25239095773298","963","465.70790647797827","-31.584187044043478","963","235.14402162545122","-492.71195674909757","963","458.146054672756","-46.707890654487976","963"
"483","409.0318105595495","-146.93637888090092","965","468.7073342775809","-27.585331444838218","965","442.2426541234108","-80.51469175317848","965","301.2614958404911","-362.4770083190179","965","467.17569767464875","-30.648604650702502","965"
"484","456.4469813984223","-54.10603720315548","967","351.2866398906058","-264.4267202187885","967","475.90798643132035","-15.184027137359307","967","294.212276607008","-378.57544678598407","967","346.3059115300499","-274.38817693990023","967"
"485","294.4829348945193","-380.03413021096134","969","410.8889447634401","-147.2221104731198","969","395.01452206281783","-178.97095587436434","969","422.00840605453413","-124.98318789093179","969","412.59093795192007","-143.81812409615986","969"
"486","170.68570670199148","-629.628586596017","971","421.44368306692354","-128.11263386615286","971","446.0699317742688","-78.86013645146235","971","278.1748434964725","-414.6503130070551","971","449.7478073727345","-71.504385254531","971"
"487","404.9176921488853","-163.16461570222947","973","475.33849439273774","-22.323011214524566","973","407.30475723191194","-158.3904855361761","973","408.4099240980954","-156.18015180380917","973","482.75293139482983","-7.494137210340297","973"
"488","331.8704727905598","-311.2590544188804","975","399.3270045549621","-176.3459908900758","975","450.2447156713601","-74.51056865727976","975","183.5316690284962","-607.9366619430076","975","338.7929668980525","-297.414066203895","975"
"489","110.24846395549542","-756.5030720890092","977","353.00072641989493","-270.9985471602101","977","417.11080765110046","-142.77838469779905","977","351.66055760935666","-273.6788847812867","977","464.0050106224766","-48.98997875504676","977"
"490","352.09792927527684","-274.8041414494463","979","472.7330738953946","-33.53385220921073","979","458.0143201516846","-62.97135969663073","979","370.56538392131796","-237.86923215736405","979","471.1746726563369","-36.650654687326195","979"
"491","165.73169951020247","-649.536600979595","981","459.10747755099976","-62.78504489800046","981","453.43459491305134","-74.1308101738973","981","-108.63202029455442","-1198.2640405891088","981","417.2906251432791","-146.4187497134418","981"
"492","399.090554107833","-184.81889178433408","983","449.231440655471","-84.53711868905806","983","468.4692152787648","-46.06156944247036","983","277.42409731202383","-428.1518053759524","983","459.99815205782926","-63.00369588434151","983"
"493","156.45533477021075","-672.0893304595785","985","464.05043142955736","-56.89913714088528","985","441.09034598208416","-102.81930803583171","985","393.8615991316126","-197.27680173677476","985","468.7745290545166","-47.450941890966774","985"
"494","247.58639747409615","-491.8272050518077","987","190.73830129571735","-605.5233974085653","987","463.66818797184834","-59.663624056303306","987","67.36924884344717","-852.2615023131057","987","421.4584688814142","-144.08306223717153","987"
"495","384.1267021191379","-220.74659576172417","989","472.87105683851325","-43.25788632297347","989","480.0836015590977","-28.83279688180462","989","319.95071033683087","-349.0985793263383","989","487.2770402639824","-14.445919472035149","989"
"496","467.47157326034744","-56.05685347930514","991","462.9349506550074","-65.13009868998522","991","456.5407523545792","-77.9184952908416","991","256.32336584114626","-478.3532683177075","991","223.62381647429658","-543.7523670514068","991"
"497","6.978717310252307","-979.0425653794954","993","479.32028205401815","-34.35943589196365","993","446.45091043056357","-100.09817913887282","993","479.82592880198325","-33.34814239603353","993","488.50268855464986","-15.994622890700324","993"
"498","443.35111824283825","-108.29776351432352","995","306.8463264233443","-381.3073471533114","995","445.35423564595425","-104.29152870809153","995","361.4779129991032","-272.0441740017937","995","379.65155217190164","-235.69689565619674","995"
"499","207.03443410375996","-582.9311317924801","997","435.8187143198175","-125.36257136036502","997","421.5316272257622","-153.9367455484756","997","208.3387503078847","-580.3224993842306","997","481.59202591021983","-33.81594817956035","997"
"500","340.01367192288285","-318.97265615423424","999","295.34821452515985","-408.30357094968025","999","489.3758604155644","-20.248279168871242","999","123.36580166101197","-752.268396677976","999","474.5848519567675","-49.83029608646492","999"
"501","466.9736697399211","-67.05266052015783","1001","240.39538743260647","-520.2092251347871","1001","322.91097380005795","-355.1780523998841","1001","213.66302032631586","-573.6739593473683","1001","433.7818768830998","-133.43624623380032","1001"
"502","480.88288649381167","-41.23422701237667","1003","418.69543204782315","-165.60913590435376","1003","472.2710223888508","-58.45795522229844","1003","155.98313581451953","-691.033728370961","1003","486.41973725321384","-30.1605254935723","1003"
"503","227.03432592676825","-550.9313481464635","1005","312.95755397147866","-379.0848920570427","1005","477.5177426912211","-49.964514617557874","1005","434.85621853784363","-135.28756292431277","1005","393.02276821431144","-218.95446357137712","1005"
"504","434.1461296023775","-138.7077407952449","1007","377.34606644386275","-252.30786711227447","1007","472.4367619643643","-62.126476071271405","1007","334.5332364464955","-337.93352710700896","1007","474.4178411586252","-58.16431768274957","1007"
"505","498.26035622905476","-12.479287541890445","1009","252.5443467153158","-503.9113065693684","1009","376.96806390600455","-255.06387218799094","1009","485.10767332993447","-38.78465334013111","1009","484.45545678701717","-40.08908642596565","1009"
"506","281.69157884068056","-447.61684231863893","1011","-28.643247207724244","-1068.2864944154485","1011","430.3551048573166","-150.28979028536682","1011","469.5208031521293","-71.9583936957414","1011","463.6685145893167","-83.66297082136656","1011"
"507","212.13815300294056","-588.7236939941189","1013","280.94675542967485","-451.1064891406503","1013","477.51411403739064","-57.97177192521866","1013","414.6336876832273","-183.7326246335454","1013","442.4632473770447","-128.07350524591064","1013"
"508","447.60924141414273","-119.78151717171451","1015","355.6679478858469","-303.6641042283062","1015","426.8625299777254","-161.27494004454923","1015","386.8681732714282","-241.26365345714365","1015","459.1661790570791","-96.6676418858418","1015"
"509","445.25131762837475","-126.49736474325049","1017","224.33827049608902","-568.323459007822","1017","489.1625817912591","-38.67483641748187","1017","470.29993639674956","-76.40012720650088","1017","449.001565783245","-118.99686843350999","1017"
"510","122.12467106172232","-774.7506578765554","1019","-420.7943385044982","-1860.5886770089965","1019","379.20666229054837","-260.5866754189033","1019","307.3081430967069","-404.38371380658623","1019","500.34096058913264","-18.318078821734744","1019"
"511","210.83264000939118","-599.3347199812176","1021","416.4743449426036","-188.0513101147929","1021","486.8219763729144","-47.35604725417124","1021","500.4840014059362","-20.031997188127495","1021","331.29283761344277","-358.4143247731144","1021"
"512","462.04298714458895","-98.91402571082206","1023","299.3368207779328","-424.32635844413437","1023","482.30743643465536","-58.38512713068926","1023","464.2089786734301","-94.58204265313977","1023","430.73919759429947","-161.5216048114011","1023"
"513","241.68680001834156","-541.6263999633169","1025","294.47775362976984","-436.0444927404603","1025","491.0029373241547","-42.9941253516906","1025","403.5353280726504","-217.9293438546993","1025","506.7590363504208","-11.481927299158386","1025"
"514","414.4668011321356","-198.06639773572883","1027","-283.1525236420621","-1593.3050472841242","1027","491.9083417145182","-43.183316570963605","1027","498.0439403338832","-30.912119332233637","1027","511.019098156595","-4.961803686809982","1027"
"515","463.01078500216596","-102.97842999566808","1029","-43.70465176258722","-1116.4093035251744","1029","502.8024063832084","-23.395187233583215","1029","436.26850395074734","-156.46299209850525","1029","398.3580245500996","-232.28395089980071","1029"
"516","358.40849981083306","-314.1830003783339","1031","262.3797132241789","-506.24057355164217","1031","431.0718496856193","-168.85630062876135","1031","500.70069671875365","-29.59860656249275","1031","505.8659205381321","-19.268158923735776","1031"
"517","491.2761049319568","-50.44779013608643","1033","-237.36629561076006","-1507.7325912215201","1033","410.83630634994023","-211.32738730011954","1033","480.61252946020113","-71.77494107959772","1033","492.3575112301044","-48.28497753979118","1033"
"518","504.2331134007413","-26.533773198517494","1035","140.95596520977796","-753.0880695804441","1035","511.0387163426081","-12.922567314783791","1035","480.16201904567515","-74.67596190864965","1035","476.87377890372306","-81.2524421925539","1035"
"519","295.07135590035085","-446.8572881992983","1037","323.3459423481553","-390.3081153036895","1037","490.7038709462317","-55.59225810753666","1037","429.3860186435759","-178.2279627128482","1037","459.0654925504734","-118.86901489905324","1037"
"520","480.38741864508256","-78.22516270983489","1039","409.01934507030904","-220.96130985938194","1039","336.4056811055325","-366.188637788935","1039","460.0530740842067","-118.8938518315866","1039","475.0964398105625","-88.80712037887496","1039"
"521","493.57515373356534","-53.84969253286927","1041","432.5526742986189","-175.89465140276215","1041","496.36382604742346","-48.27234790515304","1041","393.5352858460328","-253.92942830793442","1041","481.3102562061094","-78.3794875877812","1041"
"522","510.6975892132225","-21.604821573554982","1043","417.0293417777043","-208.94131644459145","1043","493.383446943233","-56.23310611353398","1043","322.8667409862108","-397.2665180275784","1043","502.0291290309781","-38.94174193804389","1043"
"523","416.9311661315816","-211.1376677368368","1045","303.84414528678246","-437.31170942643513","1045","489.7544858255487","-65.49102834890253","1045","520.8594638373506","-3.2810723252986578","1045","500.48975549702453","-44.020489005950964","1045"
"524","261.43905801487205","-524.1218839702559","1047","429.39919420839976","-188.20161158320053","1047","515.2536854316454","-16.492629136709233","1047","406.1022035017209","-234.7955929965582","1047","514.7615770993232","-17.476845801353637","1047"
"525","469.5874548229556","-109.82509035408883","1049","510.816091283504","-27.367817432991956","1049","474.16090845176166","-100.67818309647674","1049","522.1584028190617","-4.683194361876528","1049","417.3716440191368","-214.2567119617264","1049"
"526","504.507092424475","-41.98581515105004","1051","497.57502948766046","-55.84994102467912","1051","488.0279217068359","-74.94415658632815","1051","337.9466579559862","-375.1066840880276","1051","495.62010863717387","-59.759782725652315","1051"
"527","516.7476140163473","-19.504771967305416","1053","476.3791304774138","-100.24173904517241","1053","452.92144738344587","-147.15710523310824","1053","438.4999433576771","-176.00011328464578","1053","505.5819946525728","-41.836010694854416","1053"
"528","436.3332147642657","-182.33357047146862","1055","482.6789289360849","-89.64214212783024","1055","470.558495391037","-113.883009217926","1055","506.37844383982065","-42.24311232035871","1055","406.1388068934834","-242.72238621303325","1055"
"529","416.87245303864114","-223.25509392271775","1057","444.18480028333397","-168.630399433332","1057","446.1542966099164","-164.69140678016726","1057","514.742197926882","-27.515604146236075","1057","504.1499951676203","-48.70000966475936","1057"
"530","363.333338374215","-332.33332325157005","1059","422.0594513505956","-214.88109729880878","1059","502.9626599812502","-53.074680037499505","1059","334.5139510375916","-389.9720979248168","1059","411.7855575876174","-235.4288848247652","1059"
"531","374.3729986760583","-312.2540026478834","1061","500.4610513646815","-60.07789727063693","1061","508.9673339617164","-43.065332076567216","1061","458.1912202856407","-144.6175594287185","1061","417.33970656941347","-226.3205868611731","1061"
"532","491.30093345481725","-80.39813309036555","1063","501.844831617899","-59.310336764202","1063","403.71475027519784","-255.57049944960426","1063","357.1084265943049","-348.7831468113902","1063","521.4380723005396","-20.123855398920814","1063"
"533","518.3894523153286","-28.22109536934265","1065","479.1600679638278","-106.67986407234429","1065","491.402383404495","-82.19523319100996","1065","446.44864386006157","-172.10271227987684","1065","405.616140317465","-253.76771936507004","1065"
"534","463.7913799056708","-139.4172401886584","1067","351.59029316382487","-363.8194136723503","1067","498.0329114087456","-70.93417718250886","1067","521.9198498581403","-23.16030028371947","1067","475.21776435033087","-116.56447129933825","1067"
"535","519.4653809910768","-30.06923801784637","1069","508.455341147844","-52.089317704311924","1069","348.3346686940539","-372.33066261189225","1069","447.87808601617877","-173.24382796764246","1069","504.5621439955977","-59.87571200880463","1069"
"536","479.1281488257853","-112.7437023484295","1071","374.99465216685826","-321.0106956662835","1071","475.62943448301115","-119.7411310339777","1071","373.9938077033589","-323.0123845932821","1071","509.1739323649614","-52.652135270077174","1071"
"537","479.7102142168368","-113.57957156632645","1073","419.9187135073513","-233.16257298529734","1073","404.6283285035926","-263.74334299281475","1073","495.1000472149633","-82.79990557007339","1073","524.3897179988556","-24.2205640022887","1073"
"538","431.9015383611809","-211.19692327763826","1075","528.4844276357998","-18.0311447284005","1075","467.7681118049736","-139.46377639005274","1075","508.2032957315527","-58.59340853689461","1075","498.362073130166","-78.27585373966798","1075"
"539","475.1898365814099","-126.62032683718014","1077","362.58070457862823","-351.83859084274354","1077","529.2079924859418","-18.584015028116443","1077","488.0351111643417","-100.92977767131666","1077","480.49455937976137","-116.01088124047722","1077"
"540","510.98539965408764","-57.02920069182474","1079","351.33794130362855","-376.3241173927429","1079","487.53190431313726","-103.93619137372552","1079","526.3140794451909","-26.37184110961812","1079","498.4273859808034","-82.14522803839318","1079"
"541","444.15616699695715","-192.68766600608575","1081","474.45732105690615","-132.08535788618772","1081","520.0914333329257","-40.817133334148636","1081","528.9931127994909","-23.013774401018363","1081","518.5652901056482","-43.869419788703716","1081"
"542","421.3738984746716","-240.25220305065687","1083","412.6351407633001","-257.7297184733998","1083","476.07638138443133","-130.84723723113737","1083","326.37020506423926","-430.2595898715215","1083","511.1823749135602","-60.63525017287968","1083"
"543","463.7376225890141","-157.52475482197178","1085","502.6543012059329","-79.69139758813424","1085","484.67745581812886","-115.64508836374226","1085","361.3194733716826","-362.3610532566348","1085","514.2005203395771","-56.59895932084584","1085"
