"episode","comic-bush-346","comic-bush-346__MIN","comic-bush-346__MAX","spring-darkness-345","spring-darkness-345__MIN","spring-darkness-345__MAX","fragrant-shadow-344","fragrant-shadow-344__MIN","fragrant-shadow-344__MAX","comfy-forest-343","comfy-forest-343__MIN","comfy-forest-343__MAX","vocal-blaze-342","vocal-blaze-342__MIN","vocal-blaze-342__MAX"
"255","-29.179916034471546","-567.3598320689431","509","-71.2543095805189","-651.5086191610378","509","-59903.17413571241","-120315.34827142482","509","125.80613925839768","-257.38772148320464","509","-871.2609686082335","-2251.521937216467","509"
"256","218.50728720279514","-73.98542559440972","511","-128.0816223906363","-767.1632447812726","511","-77225.1097617668","-154961.2195235336","511","72.8695113611316","-365.2609772777368","511","-870.4793288581072","-2251.9586577162145","511"
"257","-463.8714788383081","-1440.7429576766162","513","174.1408217163734","-164.71835656725315","513","-58927.88085375303","-118368.76170750606","513","153.7156016086289","-205.56879678274217","513","-294.3751020243086","-1101.7502040486172","513"
"258","-114.13071290808529","-743.2614258161706","515","-218.83265883096527","-952.6653176619305","515","-62924.71389204423","-126364.42778408846","515","209.08244065513017","-96.83511868973967","515","-1157.013059548505","-2829.02611909701","515"
"259","-149.93972748952666","-816.8794549790533","517","-110.42185011806146","-737.8437002361229","517","-68753.63310404224","-138024.26620808447","517","197.13772432378266","-122.72455135243469","517","-734.3658200956712","-1985.7316401913424","517"
"260","26.061071210969942","-466.8778575780601","519","-356.2378808307642","-1231.4757616615284","519","-67705.26877147192","-135929.53754294384","519","155.63559710869026","-207.72880578261947","519","-889.2361819092216","-2297.4723638184432","519"
"261","-390.1473457036544","-1301.2946914073088","521","-1015.247970954078","-2551.495941908156","521","-75056.28141630898","-150633.56283261796","521","-32.13436612703242","-585.2687322540648","521","-1158.9094733648321","-2838.8189467296643","521"
"262","84.0636181833716","-354.8727636332568","523","-243.74020338569397","-1010.480406771388","523","-75550.39637545889","-151623.79275091778","523","-217.8539542251367","-958.7079084502734","523","-934.7628967336905","-2392.525793467381","523"
"263","232.24575954544432","-60.50848090911137","525","-2099.1563746861507","-4723.312749372301","525","-69756.28393389561","-140037.56786779122","525","-1386.1656798505303","-3297.3313597010606","525","-708.1817337969542","-1941.3634675939084","525"
"264","192.1163648491486","-142.7672703017028","527","-3928.965762633715","-8384.93152526743","527","-70653.48510628728","-141833.97021257455","527","208.07550868691936","-110.8489826261613","527","-1934.2824265682793","-4395.564853136559","527"
"265","128.00355293735905","-272.9928941252819","529","-4441.66957920451","-9412.33915840902","529","-69409.07653338675","-139347.1530667735","529","-98.5953609495989","-726.1907218991978","529","-1002.3354477222929","-2533.6708954445858","529"
"266","95.94708994277175","-339.1058201144565","531","-1680.7015312113328","-3892.4030624226657","531","-570.4046582732673","-1671.8093165465345","531","106.91460102548015","-317.1707979490397","531","-1432.2082261591356","-3395.4164523182712","531"
"267","-478.87208672091174","-1490.7441734418235","533","-5127.365335263114","-10787.730670526227","533","247.2986144518062","-38.402771096387625","533","4.311658779192612","-524.3766824416148","533","-1501.561501207735","-3536.12300241547","533"
"268","-60.78277242120805","-656.5655448424161","535","-7101.354589603611","-14737.709179207222","535","98.19380386581645","-338.6123922683671","535","106.82379620487805","-321.3524075902439","535","-327.78028288901476","-1190.5605657780295","535"
"269","-468.68183560644263","-1474.3636712128853","537","-4748.932351794403","-10034.864703588806","537","193.90173492507165","-149.1965301498567","537","-24.655777464380378","-586.3115549287608","537","-865.4835161757865","-2267.967032351573","537"
"270","-1541.601149774156","-3622.202299548312","539","-4554.961782922412","-9648.923565844823","539","225.66165277109405","-87.67669445781186","539","-1028.5664915615996","-2596.132983123199","539","-868.879776183788","-2276.759552367576","539"
"271","-1602.2475998416053","-3745.4951996832106","541","-3156.5428959268556","-6854.085791853711","541","229.67158409837225","-81.6568318032555","541","-1151.1303620399015","-2843.260724079803","541","-755.0427758422143","-2051.0855516844285","541"
"272","118.671732943216","-305.656534113568","543","-1414.043444967396","-3371.086889934792","543","166.89548223048632","-209.20903553902733","543","-1295.9207167956074","-3134.841433591215","543","-783.6865881219387","-2110.3731762438774","543"
"273","-3141.453849520645","-6827.90769904129","545","-3707.9880025970892","-7960.9760051941785","545","145.31921584492306","-254.36156831015387","545","-73.32527973123479","-691.6505594624696","545","-156.33966582803595","-857.6793316560719","545"
"274","-9249.883346544546","-19046.766693089092","547","-1558.2526713777056","-3663.505342755411","547","141.20827150211187","-264.58345699577626","547","-122.18564161867675","-791.3712832373535","547","-88.29733322101248","-723.594666442025","547"
"275","-4390.920093116883","-9330.840186233767","549","-2644.345170221623","-5837.690340443246","549","63.98597632998184","-421.0280473400363","549","-171.0159487214907","-891.0318974429814","549","-491.48942243724184","-1531.9788448744837","549"
"276","-2704.259383654436","-5959.518767308872","551","-2196.1576493078605","-4943.315298615721","551","-2.539155105687371","-556.0783102113747","551","-241.8550840220439","-1034.7101680440878","551","-1235.216359587323","-3021.432719174646","551"
"277","-5115.496401699607","-10783.992803399215","553","-1122.9640875582697","-2798.9281751165395","553","-12.147386232418569","-577.2947724648371","553","-15.51414276987316","-584.0282855397463","553","-1281.710636902151","-3116.421273804302","553"
"278","-2207.8974741966645","-4970.794948393329","555","-2415.4006637910684","-5385.801327582137","555","-403.95539716279643","-1362.9107943255929","555","-714.9723833149196","-1984.9447666298393","555","-532.2904612445158","-1619.5809224890315","555"
"279","-3847.573226448064","-8252.146452896128","557","-2007.0984386154887","-4571.196877230977","557","202.55919633559498","-151.88160732881005","557","-293.6047837994952","-1144.2095675989904","557","-35.51746729962781","-628.0349345992556","557"
"280","-2380.3454294500175","-5319.690858900035","559","-1745.9488297860955","-4050.897659572191","559","-195.42402930033637","-949.8480586006727","559","165.98897888713748","-227.02204222572502","559","-522.0961771311681","-1603.1923542623363","559"
"281","-1201.49544762196","-2963.99089524392","561","-1775.1152093960986","-4111.230418792197","561","175.91471627081106","-209.1705674583779","561","-249.391891119177","-1059.783782238354","561","-634.3473291964575","-1829.694658392915","561"
"282","-2327.2841547380604","-5217.568309476121","563","-1536.4106171172348","-3635.8212342344696","563","-128.96498961087002","-820.92997922174","563","-139.3985749351085","-841.797149870217","563","-176.62327184241343","-916.2465436848269","563"
"283","-1929.4631645238778","-4423.926329047756","565","-3424.4355587398722","-7413.8711174797445","565","244.1040704772547","-76.79185904549057","565","-559.1881953081102","-1683.3763906162203","565","-378.313545589735","-1321.62709117947","565"
"284","-1471.0467731219053","-3509.0935462438106","567","-2446.784234115301","-5460.568468230602","567","-293.39297812504276","-1153.7859562500855","567","-656.3895106373583","-1879.7790212747166","567","-396.6559521497901","-1360.3119042995802","567"
"285","-1032.1752724165376","-2633.350544833075","569","-2722.4907528524955","-6013.981505704991","569","91.37763725308784","-386.2447254938243","569","-455.4147626933052","-1479.8295253866104","569","-720.3234902975247","-2009.6469805950494","569"
"286","-2321.907821770368","-5214.815643540736","571","-1741.6703190953624","-4054.340638190725","571","238.92836522298666","-93.14326955402672","571","-561.0788183255742","-1693.1576366511483","571","-636.7196200805913","-1844.4392401611826","571"
"287","-1401.4441455213164","-3375.8882910426328","573","-3291.598649358583","-7156.197298717166","573","-151.67450022502874","-876.3490004500575","573","46.13258291785806","-480.7348341642839","573","-437.60432235777193","-1448.2086447155439","573"
"288","-1699.3966472432883","-3973.7932944865765","575","-3090.203985022716","-6755.407970045432","575","-81.3868651969691","-737.7737303939382","575","-237.94334969743431","-1050.8866993948686","575","-171.36198820554813","-917.7239764110963","575"
"289","-1326.9964870185956","-3230.9929740371913","577","-3769.9850686882605","-8116.970137376521","577","157.26725621551702","-262.46548756896595","577","-86.82822027766048","-750.656440555321","577","-651.1004944548108","-1879.2009889096216","577"
"290","-1177.3998462439167","-2933.7996924878335","579","-2859.1647390918274","-6297.329478183655","579","264.82126781950615","-49.35746436098773","579","-69.20109992285876","-717.4021998457175","579","-679.9175815565483","-1938.8351631130965","579"
"291","-2096.4438339797075","-4773.887667959415","581","-457.04124678959886","-1495.0824935791977","581","137.20831420742155","-306.5833715851569","581","150.04230936855745","-280.9153812628851","581","-1097.919953347643","-2776.839906695286","581"
"292","-1270.485406041323","-3123.970812082646","583","-2474.8201704728003","-5532.640340945601","583","97.04782967101195","-388.9043406579761","583","-108.13433746984703","-799.268674939694","583","-751.0709519106097","-2085.1419038212193","583"
"293","-1984.507132406592","-4554.014264813184","585","-2740.4041104284147","-6065.808220856829","585","283.78229038512285","-17.435419229754284","585","24.33531303007112","-536.3293739398578","585","-262.71781005780167","-1110.4356201156033","585"
"294","-934.3983178500869","-2455.7966357001737","587","-1327.8661809775551","-3242.7323619551103","587","289.1368654045196","-8.7262691909608","587","242.04063120941024","-102.91873758117954","587","-43.938155646603605","-674.8763112932072","587"
"295","-482.3729023977055","-1553.745804795411","589","-381.041003753112","-1351.082007506224","589","19.666362974946992","-549.667274050106","589","14.08727607617601","-560.825447847648","589","-735.3288943118305","-2059.657788623661","589"
"296","-1227.5496560900149","-3046.0993121800298","591","-1083.1238622476985","-2757.247724495397","591","144.33951888866343","-302.32096222267313","591","223.1189878557505","-144.762024288499","591","191.73615918577184","-207.52768162845635","591"
"297","-709.5850170448784","-2012.1700340897569","593","-3700.1525426637377","-7993.305085327475","593","124.869012883741","-343.261974232518","593","252.3090899243075","-88.38182015138499","593","-1346.9533299822085","-3286.906659964417","593"
"298","-755.7376599830009","-2106.4753199660017","595","-4015.4187659436466","-8625.837531887293","595","79.4934870965615","-436.013025806877","595","122.14145936711628","-350.71708126576743","595","-2.4135373479141435","-599.8270746958283","595"
"299","-485.6315344707044","-1568.2630689414088","597","-3974.7334145000577","-8546.466829000115","597","126.09963124852251","-344.800737502955","597","128.55557043922855","-339.8888591215429","597","-419.12428338292136","-1435.2485667658427","597"
"300","-87.5983428699027","-774.1966857398054","599","-3564.833634105958","-7728.667268211916","599","168.1354726368597","-262.7290547262806","599","-82.23190034754464","-763.4638006950893","599","-250.66184576033675","-1100.3236915206735","599"
"301","-486.3782216149226","-1573.7564432298452","601","-3579.9372242025006","-7760.874448405001","601","232.2505973824427","-136.49880523511462","601","-1103.5940991898804","-2808.1881983797607","601","-497.744806752214","-1596.489613504428","601"
"302","-1068.4215420190608","-2739.8430840381216","603","-2090.7149059386356","-4784.429811877271","603","281.5443258163067","-39.91134836738655","603","134.0455140977986","-334.9089718044028","603","-1046.602278778948","-2696.204557557896","603"
"303","-1037.8831440657805","-2680.766288131561","605","-3397.856317365417","-7400.712634730834","605","235.5052855348809","-133.98942893023823","605","224.6677730553714","-155.6644538892572","605","-750.8091795512873","-2106.6183591025747","605"
"304","-2054.1193967051877","-4715.238793410375","607","-2830.9869373820347","-6268.9738747640695","607","245.65238164444827","-115.69523671110343","607","-87.80571779776659","-782.6114355955332","607","-611.5599347749508","-1830.1198695499015","607"
"305","-2030.011716970961","-4669.023433941922","609","-1467.753907338859","-3544.507814677718","609","146.33015847609565","-316.3396830478087","609","134.1998583143192","-340.6002833713616","609","-553.003910786786","-1715.007821573572","609"
"306","-2855.6543679104193","-6322.308735820839","611","-1088.221988946866","-2787.443977893732","611","300.56642264606245","-9.867154707875118","611","213.1202687710492","-184.75946245790155","611","-76.94366928418259","-764.8873385683652","611"
"307","-773.209832028462","-2159.419664056924","613","-112.93180907995884","-838.8636181599177","613","105.45444662872188","-402.09110674255624","613","21.366088286287095","-570.2678234274258","613","-748.5638017837998","-2110.1276035675996","613"
"308","-1671.0475551688617","-3957.0951103377233","615","-242.83415098787827","-1100.6683019757565","615","208.17626793644524","-198.64746412710952","615","235.92037928608192","-143.15924142783618","615","-690.6451385652674","-1996.2902771305348","615"
"309","-1200.4288408363507","-3017.8576816727013","617","182.63704399062266","-251.72591201875468","617","177.69946147682506","-261.6010770463499","617","-42.65135705152494","-702.3027141030499","617","-1114.5808226034503","-2846.1616452069006","617"
"310","-1711.4632755787843","-4041.9265511575686","619","99.45909996000731","-420.0818000799854","619","171.50953224212617","-275.98093551574766","619","15.633546978582501","-587.732906042835","619","-79213.23335740494","-159045.46671480988","619"
"311","-527.2733515841638","-1675.5467031683277","621","-228.9079547819449","-1078.8159095638898","621","302.50319823858194","-15.993603522836155","621","-1497.262817904032","-3615.525635808064","621","-87926.7822946577","-176474.5645893154","621"
"312","-1671.184826908155","-3965.36965381631","623","140.8275910348514","-341.3448179302972","623","16.148156290997804","-590.7036874180044","623","165.34696236537783","-292.30607526924433","623","-83960.28238319595","-168543.5647663919","623"
"313","-868.8634243269423","-2362.7268486538846","625","-121.87687682942106","-868.7537536588421","625","20.098053285326102","-584.8038934293478","625","273.999282879451","-77.00143424109791","625","-25899.71529667602","-52424.43059335204","625"
"314","-36.11327733746833","-699.2265546749367","627","173.82494468485203","-279.35011063029594","627","203.9067798193513","-219.18644036129743","627","40.61077163709848","-545.778456725803","627","-72151.87782380491","-144930.75564760983","627"
"315","55.599678170812524","-517.800643658375","629","215.12132896668413","-198.75734206663176","629","263.4351652555053","-102.12966948898942","629","82.03490677632979","-464.9301864473404","629","-62986.877832148835","-126602.75566429767","629"
"316","10.061200033219905","-610.8775999335602","631","-6.451620286481159","-643.9032405729623","631","127.71113850049898","-375.57772299900205","631","-279.2324801768624","-1189.4649603537248","631","-51152.581490741","-102936.162981482","631"
"317","-122.18883003081544","-877.3776600616309","633","251.1960143052175","-130.607971389565","633","304.2255607459422","-24.54887850811565","633","207.2999785155411","-218.40004296891777","633","-14112.274074588264","-28857.548149176528","633"
"318","165.07967232330353","-304.84065535339295","635","-221.34076649279655","-1077.681532985593","635","314.5441575309298","-5.911684938140365","635","176.45463168510707","-282.09073662978585","635","-81015.67045270537","-162666.34090541073","635"
"319","34.17912356292061","-568.6417528741588","637","122.66824092156017","-391.66351815687966","637","235.83755883790116","-165.3248823241977","637","163.33875826502032","-310.32248346995937","637","-76910.39487187561","-154457.78974375123","637"
"320","-291.367637212825","-1221.73527442565","639","173.2837978935468","-292.4324042129064","639","85.67870523469728","-467.64258953060545","639","-5.510751695980559","-650.0215033919611","639","-64745.216370604554","-130129.43274120911","639"
"321","-698.4251656463348","-2037.8503312926696","641","-4.455602529879968","-649.9112050597599","641","294.0166350009282","-52.96672999814363","641","130.62236990339838","-379.75526019320324","641","-63059.017597647646","-126759.03519529529","641"
"322","-707.9702771726329","-2058.940554345266","643","242.2051887381827","-158.58962252363457","643","224.0555929829752","-194.8888140340496","643","270.377657248123","-102.244685503754","643","-71720.90926657162","-144084.81853314323","643"
"323","-322.94487711226816","-1290.8897542245363","645","36.387544541176396","-572.2249109176472","645","287.2555239043873","-70.48895219122538","645","294.35900852431536","-56.28198295136926","645","-75570.27641770785","-151785.5528354157","645"
"324","-298.9701708134688","-1244.9403416269377","647","262.85396406063774","-121.2920718787245","647","177.73020998976426","-291.5395800204715","647","188.81303536236325","-269.3739292752735","647","-63842.778422933196","-128332.55684586639","647"
"325","-1088.842365103798","-2826.684730207596","649","241.29888776884542","-166.4022244623092","649","255.8042536300367","-137.3914927399266","649","218.42673415298444","-212.14653169403113","649","-58514.8777635474","-117678.7555270948","649"
"326","-754.4945706816309","-2159.9891413632618","651","277.9280923558837","-95.14381528823263","651","114.0713817320572","-422.8572365358856","651","172.68634057392822","-305.62731885214356","651","-68770.2009146883","-138191.4018293766","651"
"327","-686.5555706096036","-2026.1111412192072","653","308.6324086766337","-35.73518264673255","653","139.11171673433998","-374.77656653132004","653","243.67982868154908","-165.64034263690183","653","-59314.62073898129","-119282.24147796258","653"
"328","-1536.8578880666005","-3728.715776133201","655","286.7490243206967","-81.50195135860658","655","274.2135653534769","-106.57286929304625","655","-152.57751593551285","-960.1550318710257","655","-60390.97218500973","-121436.94437001945","655"
"329","-2602.576087804289","-5862.152175608578","657","121.70434723269472","-413.59130553461057","657","162.11174751551948","-332.77650496896104","657","231.28045810932136","-194.43908378135728","657","-60630.41083965258","-121917.82167930515","657"
"330","-4383.83804937781","-9426.67609875562","659","311.17494218636347","-36.650115627273074","659","-163.94727999473622","-986.8945599894724","659","14.817619180273311","-629.3647616394534","659","-54924.01614581453","-110507.03229162906","659"
"331","-5412.501312912312","-11486.002625824623","661","310.03188534681306","-40.93622930637387","661","262.37654123138026","-136.24691753723945","661","287.7281971589075","-85.54360568218505","661","-46481.224937452665","-93623.44987490533","661"
"332","-3614.506683511795","-7892.01336702359","663","302.07349989124066","-58.85300021751866","663","269.5736428052379","-123.8527143895242","663","249.1395910316703","-164.72081793665942","663","-51654.55846431561","-103972.11692863122","663"
"333","-4505.805043653247","-9676.610087306493","665","218.81034571632102","-227.37930856735792","665","290.0094094546262","-84.98118109074755","665","311.35955641948146","-42.28088716103705","665","-57102.64096585571","-114870.28193171142","665"
"334","-3675.815531445737","-8018.631062891474","667","-120.26501520853628","-907.5300304170726","667","68.02373412793156","-530.9525317441369","667","300.93263247061907","-65.13473505876192","667","-53474.11074104337","-107615.22148208674","667"
"335","-2526.688923770966","-5722.377847541932","669","146.20592929453008","-376.58814141093984","669","56.091171134372075","-556.8176577312558","669","193.06971420751296","-282.8605715849741","669","-51334.19590548274","-103337.39181096548","669"
"336","-4232.736432779461","-9136.472865558922","671","-172.66056854106176","-1016.3211370821235","671","78.45637895460754","-514.0872420907849","671","-55.96821882946915","-782.9364376589383","671","-54706.62048410509","-110084.24096821019","671"
"337","-3082.9660309755063","-6838.932061951013","673","311.02126638012874","-50.957467239742506","673","277.1642228364978","-118.67155432700437","673","325.69160749283026","-21.616785014339445","673","-62028.388743418545","-124729.77748683709","673"
"338","-3087.472793050514","-6849.945586101028","675","290.7459812977661","-93.50803740446786","675","79.07196532474165","-516.8560693505167","675","-45.354983021806106","-765.7099660436122","675","-59411.09779359383","-119497.19558718766","675"
"339","-3457.674357847389","-7592.348715694778","677","171.88753882619014","-333.2249223476197","677","207.08687279699052","-262.82625440601896","677","275.8524304895486","-125.29513902090274","677","-58415.84314759509","-117508.68629519019","677"
"340","-4102.664821536905","-8884.32964307381","679","222.81714820064005","-233.3657035987199","679","211.24538988969567","-256.50922022060865","679","321.6078663586811","-35.784267282637785","679","-57457.67451672147","-115594.34903344294","679"
"341","-4034.933635182172","-8750.867270364344","681","300.6854770251702","-79.62904594965963","681","148.20945622333875","-384.5810875533225","681","273.58407578933736","-133.83184842132525","681","-64027.76965940999","-128736.53931881998","681"
"342","-2913.9626816516816","-6510.925363303363","683","298.065792477201","-86.86841504559798","683","224.51407110216115","-233.97185779567766","683","285.15347509600537","-112.69304980798924","683","-73335.90035539243","-147354.80071078485","683"
"343","-3798.448053056143","-8281.896106112286","685","196.01436799144747","-292.97126401710506","685","80.24468446476175","-524.5106310704765","685","149.48007713644932","-386.03984572710135","685","-78171.08296321731","-157027.16592643462","685"
"344","-3065.6215641958265","-6818.243128391653","687","-173.44194396912792","-1033.8838879382558","687","267.1774623477925","-152.64507530441492","687","320.17429435485326","-46.65141129029344","687","-49837.368830075124","-100361.73766015025","687"
"345","-3167.7738723756734","-7024.547744751347","689","297.5419913536917","-93.91601729261664","689","299.8566786349378","-89.28664273012446","689","168.18756535560973","-352.62486928878053","689","-66212.87384213519","-133114.74768427038","689"
"346","-3835.8391073188814","-8362.678214637763","691","153.41293855775973","-384.17412288448054","691","230.27465244196543","-230.45069511606917","691","-24.846098033129977","-740.69219606626","691","-549.3475610403736","-1789.6951220807473","691"
"347","-4197.486232383411","-9087.972464766823","693","272.34537927628","-148.3092414474399","693","-508.50340939007776","-1710.0068187801555","693","328.1915493893517","-36.61690122129667","693","-397.06861582083206","-1487.1372316416641","693"
"348","-3019.9430862199015","-6734.886172439803","695","-5232.5918917007275","-11160.183783401455","695","231.96489100269036","-231.0702179946193","695","-325.39201541260434","-1345.7840308252087","695","183.75229640920088","-327.49540718159824","695"
"349","-4106.522741735017","-8910.045483470034","697","211.88654864790112","-273.22690270419776","697","308.8016485009977","-79.39670299800459","697","307.50162454801597","-81.99675090396806","697","57.973730604816126","-581.0525387903677","697"
"350","-3639.265389697416","-7977.530779394832","699","234.92499541963417","-229.15000916073166","699","168.3728695935575","-362.254260812885","699","304.0096121288146","-90.98077574237088","699","236.29525567545477","-226.4094886490905","699"
"351","-2980.927262567201","-6662.854525134402","701","211.06039104117178","-278.87921791765643","701","219.19286542784783","-262.61426914430433","701","272.4166164794008","-156.1667670411985","701","249.2612274340461","-202.4775451319078","701"
"352","-1857.6885029095356","-4418.377005819071","703","126.43133586756426","-450.1373282648715","703","268.95292380820297","-165.09415238359406","703","264.4036994224861","-174.19260115502777","703","318.40650382052485","-66.1869923589503","703"
"353","-2808.5470375748173","-6322.094075149635","705","310.06372438302986","-84.87255123394026","705","294.7166083804782","-115.56678323904366","705","261.6976174292666","-181.60476514146686","705","319.07892331059986","-66.84215337880029","705"
"354","-3096.2890740966254","-6899.578148193251","707","226.28747497684304","-254.42505004631388","707","131.39088402557624","-444.2182319488475","707","304.1630380801505","-98.67392383969894","707","51.68064752381213","-603.6387049523757","707"
"355","-1751.5895217153688","-4212.179043430738","709","196.5378073805364","-315.9243852389272","709","246.15747645762303","-216.6850470847539","709","321.97863912466863","-65.04272175066274","709","86.40284488069597","-536.1943102386081","709"
"356","-3265.121008049364","-7241.242016098728","711","206.13649448200763","-298.72701103598473","711","323.33031755528873","-64.3393648894226","711","202.4432279364562","-306.1135441270876","711","15.886748751363541","-679.2265024972729","711"
"357","-2929.0286909685315","-6571.057381937063","713","145.15746569708318","-422.68506860583364","713","326.21380470322083","-60.57239059355834","713","347.4915003396217","-18.01699932075652","713","264.28927629049815","-184.42144741900364","713"
"358","-3002.8159271243803","-6720.631854248761","715","-750.8334591070559","-2216.666918214112","715","-254.37584900060358","-1223.7516980012072","715","155.4513496182522","-404.0973007634956","715","229.14756015954768","-256.70487968090464","715"
"359","-2431.1192661128925","-5579.238532225785","717","-117.92893115576277","-952.8578623115255","717","12.676714412993363","-691.6465711740133","717","294.12350569579985","-128.75298860840033","717","272.900815358105","-171.1983692837901","717"
"360","-2641.913267421226","-6002.826534842452","719","66.70621444350633","-585.5875711129873","719","251.02632215599084","-216.9473556880183","719","300.1431061007686","-118.71378779846282","719","55.250561109853095","-608.4988777802938","719"
"361","-2645.3503529453305","-6011.700705890661","721","-85.97363644837174","-892.9472728967435","721","65.02862668448682","-590.9427466310264","721","355.0114063299973","-10.977187340005289","721","278.64719342114176","-163.70561315771653","721"
"362","-3243.425582695532","-7209.851165391064","723","-531.8261577852787","-1786.6523155705574","723","-1.8493357110618263","-726.6986714221237","723","161.03584507858824","-400.9283098428235","723","227.84072681203796","-267.3185463759241","723"
"363","-3589.2989434605474","-7903.597886921095","725","-23.15341784982786","-771.3068356996557","725","288.868474028751","-147.26305194249804","725","-37.824101422023034","-800.6482028440461","725","26.908261894101543","-671.1834762117969","725"
"364","-2369.272415559611","-5465.544831119222","727","-360.92634861654756","-1448.8526972330951","727","313.7396781597331","-99.5206436805338","727","98.53450598297309","-529.9309880340538","727","120.33991533411782","-486.32016933176436","727"
"365","-1722.9661529606583","-4174.932305921317","729","-169.94017348458271","-1068.8803469691654","729","101.5296193729207","-525.9407612541586","729","-702.8320522910958","-2134.6641045821916","729","351.6947828586261","-25.61043428274775","729"
"366","-3560.041377847305","-7851.08275569461","731","-1647.1009618510727","-4025.2019237021455","731","212.38796055523827","-306.22407888952347","731","-1343.1143518820666","-3417.228703764133","731","351.29873725459987","-28.40252549080022","731"
"367","-5205.06808452571","-11143.13616905142","733","-343.52280836326315","-1420.0456167265263","733","271.790979303986","-189.41804139202804","733","338.7051731506755","-55.589653698649045","733","143.43471030125082","-446.13057939749837","733"
"368","-2409.8218118669033","-5554.643623733807","735","-269.7408837361411","-1274.4817674722822","735","260.8618510263604","-213.27629794727923","735","255.03430671323594","-224.93138657352813","735","350.168156024087","-34.66368795182602","735"
"369","-2660.3490646371088","-6057.6981292742175","737","-943.7144990596164","-2624.428998119233","737","15.108752206624104","-706.7824955867518","737","30.34406194126393","-676.3118761174721","737","277.9955788023099","-181.00884239538016","737"
"370","-4420.921936713382","-9580.843873426764","739","-2826.5149286004494","-6392.029857200899","739","361.82952180185623","-15.340956396287556","739","151.19298675250792","-436.61402649498416","739","-112.81756214226914","-964.6351242845383","739"
"371","-2336.278385711194","-5413.556771422388","741","-2627.790169527521","-5996.580339055042","741","265.815142187029","-209.3697156259421","741","-184.9780289054395","-1110.956057810879","741","343.904697374129","-53.19060525174194","741"
"372","-1936.5186676660628","-4616.037335332126","743","-1463.1997288125167","-3669.3994576250334","743","187.83892306906372","-367.32215386187255","743","369.4363923702138","-4.127215259572388","743","265.0516700311213","-212.89665993775736","743"
"373","-3297.709867182823","-7340.419734365646","745","-2820.344633252591","-6385.689266505182","745","164.85370192844863","-415.29259614310274","745","146.26359194015205","-452.4728161196959","745","353.9983215091621","-37.00335698167575","745"
"374","-3682.115696351729","-8111.231392703458","747","-1700.1413430100188","-4147.2826860200375","747","216.01164525171063","-314.97670949657874","747","-21.31097582413355","-789.6219516482671","747","300.589438058017","-145.82112388396604","747"
"375","-1745.9219163965636","-4240.843832793127","749","-3451.1848997325537","-7651.3697994651075","749","343.75931715225056","-61.48136569549893","749","53.094069732188814","-642.8118605356224","749","350.1199625609302","-48.76007487813961","749"
"376","-2515.5359408217205","-5782.071881643441","751","-1408.6461017055317","-3568.2922034110634","751","199.00160802472064","-352.9967839505587","751","247.23755268427908","-256.52489463144184","751","320.9183250972789","-109.16334980544222","751"
"377","-2719.6710321105847","-6192.3420642211695","753","-4122.513621500376","-8998.027243000752","753","19.635880335405545","-713.7282393291889","753","-175.50133379073475","-1104.0026675814695","753","184.9287071734636","-383.1425856530728","753"
"378","-2704.44558887892","-6163.89117775784","755","-2029.0231481768628","-4813.046296353726","755","363.7372958260922","-27.52540834781564","755","149.41069137378182","-456.17861725243637","755","316.18694602144626","-122.62610795710754","755"
"379","-1775.1458929690193","-4307.291785938039","757","-1753.232965019306","-4263.465930038612","757","45.020873337910075","-666.9582533241799","757","108.56378029018833","-539.8724394196233","757","177.44154128909497","-402.11691742181006","757"
"380","-2142.8886272050836","-5044.777254410167","759","-1636.5138737472662","-4032.0277474945324","759","312.6480685237416","-133.70386295251683","759","-213.24041592294225","-1185.4808318458845","759","279.49798932000806","-200.00402135998382","759"
"381","-1657.6180034137785","-4076.236006827557","761","-2286.6671653680055","-5334.334330736011","761","-61.147887674832475","-883.295775349665","761","331.34663186974535","-98.3067362605093","761","233.3853297883087","-294.2293404233826","761"
"382","-1797.4698310054173","-4357.939662010835","763","-1673.7980713008828","-4110.596142601766","763","168.4927706320495","-426.014458735901","763","299.1022261786192","-164.79554764276156","763","250.58372841679284","-261.8325431664143","763"
"383","-2209.9467682972195","-5184.893536594439","765","-834.0847355508824","-2433.169471101765","765","-190.06790959145155","-1145.135819182903","765","-5.4446419438721705","-775.8892838877443","765","273.08471028328734","-218.8305794334253","765"
"384","-2630.6366205348386","-6028.273241069677","767","-941.6846088722955","-2650.369217744591","767","367.79263140431414","-31.414737191371717","767","248.741661420859","-269.516677158282","767","237.8945069010771","-291.2109861978458","767"
"385","-1552.0912131085302","-3873.1824262170603","769","-1248.127224938555","-3265.25444987711","769","216.45218661870584","-336.0956267625883","769","299.2805253624773","-170.4389492750454","769","154.60109082858827","-459.79781834282346","769"
"386","-2440.3474205511916","-5651.694841102383","771","-2471.3533682141538","-5713.7067364283075","771","379.7720428857856","-11.455914228428767","771","11.27668644508367","-748.4466271098327","771","337.77252254787345","-95.45495490425314","771"
"387","-1960.7613264783463","-4694.522652956693","773","-1015.1741311603782","-2803.3482623207565","773","-273.1026268916064","-1319.2052537832128","773","360.8063472655715","-51.38730546885702","773","324.7830153950094","-123.43396920998123","773"
