"episode","helpful-wind-308","helpful-wind-308__MIN","helpful-wind-308__MAX","upbeat-lion-306","upbeat-lion-306__MIN","upbeat-lion-306__MAX","avid-pond-302","avid-pond-302__MIN","avid-pond-302__MAX","upbeat-morning-300","upbeat-morning-300__MIN","upbeat-morning-300__MAX","treasured-sky-299","treasured-sky-299__MIN","treasured-sky-299__MAX"
"132","112.01899560479362","-38.96200879041277","263","-461.98018208562974","-1186.9603641712595","263","113.27088818697837","-36.45822362604327","263","-96.4954892481498","-455.9909784962996","263","0.5076004123215228","-261.98479917535695","263"
"133","-107.03836770366175","-479.0767354073235","265","-438.85328219312225","-1142.7065643862445","265","-0.2303705931830109","-265.460741186366","265","122.60083854317014","-19.798322913659703","265","-59.613507628459814","-384.22701525691963","265"
"134","-45.69647344248486","-358.3929468849697","267","-335.49714259603354","-937.9942851920671","267","-23.869571054255857","-314.7391421085117","267","107.06369280255123","-52.872614394897525","267","-60.47535126471294","-387.9507025294259","267"
"135","18.782173970185355","-231.4356520596293","269","-391.00329909664936","-1051.0065981932987","269","-263.0431391354429","-795.0862782708858","269","41.65672304089689","-185.68655391820622","269","116.07045631434683","-36.85908737130634","269"
"136","128.63803582865668","-13.723928342686659","271","-5.44871806712564","-281.8974361342513","271","52.973039485981744","-165.0539210280365","271","78.52328887118337","-113.95342225763326","271","54.642080163225785","-161.71583967354843","271"
"137","98.6025034741424","-75.79499305171521","273","-384.1997792134057","-1041.3995584268114","273","17.18326637552994","-238.63346724894012","273","19.77781366406856","-233.44437267186288","273","70.14403138969824","-132.71193722060352","273"
"138","129.48932753368015","-16.0213449326397","275","-379.15670361264176","-1033.3134072252835","275","103.58447738077172","-67.83104523845658","275","136.3662939945248","-2.2674120109503955","275","24.709378360257617","-225.58124327948477","275"
"139","131.19217652441162","-14.61564695117675","277","-42.280724148317375","-361.56144829663475","277","62.68879252706614","-151.62241494586772","277","104.8177009762581","-67.36459804748381","277","22.69933505625609","-231.60132988748782","277"
"140","110.99925287251125","-57.00149425497749","279","-502.7401215876555","-1284.480243175311","279","-89.48343344563668","-457.96686689127336","279","104.53953089481854","-69.9209382103629","279","17.52815805943115","-243.9436838811377","279"
"141","-103.81148936177638","-488.62297872355276","281","-37.83137439320538","-356.66274878641076","281","-196.30774594236885","-673.6154918847377","281","109.9397080556258","-61.120583888748385","281","47.992104094209864","-185.01579181158027","281"
"142","50.15747691269044","-182.68504617461912","283","-304.2324481041345","-891.464896208269","283","-239.47338735466934","-761.9467747093387","283","69.87581852592176","-143.24836294815648","283","-22.968569468807374","-328.93713893761475","283"
"143","93.23253849926813","-98.53492300146374","285","-181.20907826597613","-647.4181565319523","285","109.3398268879071","-66.32034622418583","285","94.34288383361144","-96.31423233277714","285","3.69842096525781","-277.6031580694844","285"
"144","-43.88186770159999","-374.7637354032","287","-261.92517514213233","-810.8503502842647","287","47.90544278375147","-191.18911443249706","287","123.23891019272308","-40.522179614553835","287","109.80493568598115","-67.39012862803771","287"
"145","-31.16206858265153","-351.32413716530306","289","17.482550047677933","-254.03489990464413","289","128.40684546591552","-32.18630906816893","289","87.75198728552843","-113.49602542894314","289","-145.53228901122617","-580.0645780224523","289"
"146","82.79231727307408","-125.41536545385185","291","-125.68788747384116","-542.3757749476823","291","124.20137247793639","-42.59725504412724","291","65.3301174425777","-160.3397651148446","291","119.01718376159754","-52.96563247680493","291"
"147","66.94853568938221","-159.10292862123558","293","-10.70115792505348","-314.40231585010696","293","99.8001167454425","-93.399766509115","293","80.34409902332081","-132.31180195335838","293","-108.91524039667789","-510.8304807933558","293"
"148","52.39754460469862","-190.20491079060275","295","-1.6223978092105256","-298.24479561842105","295","112.60289800514994","-69.79420398970014","295","64.15869731991663","-166.68260536016675","295","-51.792680869416614","-398.5853617388332","295"
"149","10.586786382706691","-275.8264272345866","297","-20.26333797187948","-337.52667594375896","297","137.20474294499826","-22.590514110003454","297","79.59384344073948","-137.81231311852105","297","-85.69466257644646","-468.3893251528929","297"
"150","124.5772012639052","-49.84559747218962","299","-48.82916214514543","-396.65832429029086","299","105.13864012422152","-88.72271975155697","299","93.62724626991195","-111.74550746017609","299","6.322676015208231","-286.35464796958354","299"
"151","-17.70345026759452","-336.40690053518904","301","134.86699349342956","-31.26601301314086","301","140.5363473228631","-19.927305354273788","301","78.44047228483157","-144.11905543033686","301","-32.28601625091616","-365.5720325018323","301"
"152","-185.94346860913873","-674.8869372182775","303","124.68995381007146","-53.62009237985709","303","79.97019229948032","-143.05961540103937","303","135.78000715777165","-31.439985684456712","303","-8.632216928020682","-320.26443385604136","303"
"153","41.67684905174184","-221.64630189651632","305","4.287735725457537","-296.4245285490849","305","115.77533674594002","-73.44932650811994","305","123.69507475760352","-57.60985048479297","305","-366.1276085578131","-1037.2552171156262","305"
"154","-271.32452932577047","-849.6490586515409","307","49.75650011071443","-207.48699977857115","307","40.27131926746928","-226.45736146506144","307","115.40380405382905","-76.19239189234189","307","-69.13910127851793","-445.27820255703585","307"
"155","-85.17808162478775","-479.3561632495755","309","-356.2091786066334","-1021.4183572132667","309","-51.42073134441182","-411.84146268882364","309","126.7110508850208","-55.57789822995841","309","90.95096960923941","-127.09806078152118","309"
"156","-111.28436868491235","-533.5687373698247","311","-135.2014340862438","-581.4028681724876","311","-10.145296265841353","-331.2905925316827","311","138.14708513287093","-34.70582973425816","311","142.44637578832112","-26.10724842335775","311"
"157","81.50226918105727","-149.99546163788546","313","91.84127918102983","-129.31744163794033","313","141.1500675521202","-30.69986489575961","313","126.72315716443276","-59.553685671134474","313","103.79319355844535","-105.41361288310931","313"
"158","-152.69063529858136","-620.3812705971627","315","-32.56915190156457","-380.13830380312913","315","135.74975434662113","-43.50049130675774","315","8.659621156078032","-297.68075768784394","315","-92.85729600518127","-500.71459201036254","315"
"159","-60.968117974519004","-438.936235949038","317","1.3595373397920696","-314.28092532041586","317","-121.94210081797615","-560.8842016359523","317","-39.19219854175739","-395.3843970835148","317","-52.63909837394459","-422.2781967478892","317"
"160","-32.78508504777403","-384.57017009554806","319","-78.9062474689091","-476.8124949378182","319","136.75631750289514","-45.487364994209734","319","-6.937546908126933","-332.87509381625387","319","-175.11976452557525","-669.2395290511505","319"
"161","-74.55409765804933","-470.10819531609866","321","-210.56889203147335","-742.1377840629467","321","112.33903116508107","-96.32193766983787","321","145.031029164035","-30.937941671930005","321","83.99217448149972","-153.01565103700057","321"
"162","-133.8970450250203","-590.7940900500406","323","39.26248934593666","-244.47502130812668","323","-26.212807772409974","-375.42561554481995","323","132.7219452406012","-57.556109518797605","323","-38.58018412407506","-400.1603682481501","323"
"163","128.81087735101372","-67.37824529797258","325","-145.51965473184094","-616.0393094636819","325","75.69133397104773","-173.61733205790455","325","149.653930080561","-25.692139838877985","325","-297.7771107702679","-920.5542215405358","325"
"164","38.50788329884941","-249.9842334023012","327","-144.2445880239717","-615.4891760479434","327","117.77490485485902","-91.45019029028198","327","109.8747078184418","-107.25058436311639","327","-281.01473208420447","-889.0294641684089","327"
"165","129.70182245587188","-69.59635508825626","329","-206.94847814733993","-742.8969562946799","329","143.50729719471678","-41.98540561056643","329","106.44773425183539","-116.10453149632922","329","5.64591736697821","-317.7081652660436","329"
"166","71.05472158085537","-188.89055683828926","331","44.28653025037022","-242.42693949925956","331","43.10133059536092","-244.79733880927816","331","140.97140111780482","-49.05719776439037","331","-216.9999902108043","-764.9999804216086","331"
"167","-133.37504086941777","-599.7500817388355","333","-351.06360771508787","-1035.1272154301757","333","153.70667216958407","-25.586655660831877","333","153.18947374446194","-26.621052511076126","333","-348.6947115559283","-1030.3894231118566","333"
"168","-419.8087650387513","-1174.6175300775026","335","-197.10805560080286","-729.2161112016057","335","108.6854481405864","-117.62910371882718","335","58.73926258498173","-217.52147483003654","335","-62.63653193327747","-460.27306386655493","335"
"169","-335.7219410820793","-1008.4438821641586","337","-210.73340995521204","-758.4668199104241","337","124.51717488461193","-87.96565023077613","337","120.55041646935108","-95.89916706129785","337","-91.08555925687165","-519.1711185137433","337"
"170","-23.02714560792606","-385.0542912158521","339","-61.984882349510286","-462.9697646990206","339","122.68039568279607","-93.63920863440785","339","165.75933304003763","-7.481333919924763","339","-29.921146630966973","-398.84229326193395","339"
"171","-251.54250533396544","-844.0850106679309","341","129.58688499534833","-81.82623000930337","341","118.20447159668993","-104.59105680662014","341","157.5558992806517","-25.888201438696623","341","-179.09237694424047","-699.1847538884809","341"
"172","-330.48233400632546","-1003.9646680126509","343","126.71096981690488","-89.57806036619026","343","26.619266100395862","-289.7614677992083","343","58.28860567642947","-226.42278864714106","343","87.6800861556328","-167.6398276887344","343"
"173","-240.9004117816906","-826.8008235633812","345","161.64730560412005","-21.705388791759923","345","141.326663836797","-62.346672326406015","345","-73.93675933643965","-492.8735186728793","345","-10.312889494810008","-365.62577898962","345"
"174","-89.27774034032524","-525.5554806806505","347","-437.39203227852056","-1221.7840645570411","347","3.3576197856078807","-340.28476042878424","347","120.0366468189803","-106.92670636203941","347","-141.22605407156885","-629.4521081431377","347"
"175","-125.8073391298322","-600.6146782596644","349","22.5970858231818","-303.8058283536364","349","163.01516845162203","-22.96966309675595","349","140.76707797321896","-67.46584405356207","349","10.067888910913268","-328.86422217817346","349"
"176","-119.50446263582711","-590.0089252716542","351","-144.67602995048486","-640.3520599009697","351","107.42364799116402","-136.15270401767197","351","105.7868389954107","-139.4263220091786","351","-95.1967742590333","-541.3935485180666","351"
"177","-29.3656261754586","-411.7312523509172","353","-168.76106446986233","-690.5221289397247","353","99.09785409454706","-154.80429181090588","353","132.2103591130184","-88.57928177396319","353","-212.99464871154817","-778.9892974230963","353"
"178","48.44432362093272","-258.11135275813456","355","70.38230970191469","-214.23538059617061","355","73.57358006850446","-207.8528398629911","355","39.7180281188096","-275.5639437623808","355","-393.48105368429117","-1141.9621073685823","355"
"179","-51.59953416835353","-460.19906833670706","357","-39.08100651009721","-435.1620130201944","357","175.2698542428727","-6.460291514254621","357","164.83296224010178","-27.33407551979646","357","115.9543220668177","-125.0913558663646","357"
"180","142.81247976292693","-73.37504047414613","359","-269.736674622299","-898.473349244598","359","173.3449146000824","-12.310170799835175","359","140.34361552195767","-78.31276895608464","359","104.2123275681819","-150.5753448636362","359"
"181","-26.83516716436168","-414.67033432872336","361","-3.5421344856606822","-368.08426897132136","361","94.77506950516974","-171.44986098966052","361","142.76151256441318","-75.47697487117365","361","30.45197843989365","-300.0960431202127","361"
"182","112.86448661854287","-137.27102676291426","363","43.85234099019806","-275.2953180196039","363","33.37870726141267","-296.24258547717466","363","44.042393320427436","-274.9152133591451","363","175.76895958088005","-11.462080838239915","363"
"183","105.04957405939787","-154.90085188120426","365","104.7694965245062","-155.4610069509876","365","151.17422295071475","-62.65155409857053","365","131.69523594368684","-101.60952811262634","365","-38.746993279656294","-442.4939865593126","365"
"184","119.90630360779446","-127.18739278441107","367","-1.0216807198656852","-369.04336143973137","367","154.8957573826229","-57.2084852347542","367","-18.533334347239673","-404.06666869447935","367","-110.16452710625032","-587.3290542125006","367"
"185","136.04755332954915","-96.90489334090171","369","62.15905490873182","-244.68189018253636","369","149.1618887757227","-70.6762224485546","369","118.35613520245785","-132.2877295950843","369","38.79593577092717","-291.40812845814565","369"
"186","165.23699249087232","-40.52601501825536","371","163.89328277799538","-43.21343444400923","371","120.5875761387933","-129.8248477224134","371","177.8860897029503","-15.227820594099413","371","-100.30776046924223","-571.6155209384845","371"
"187","106.95976718430742","-159.08046563138515","373","114.12824667861015","-144.7435066427797","373","148.76261714896748","-75.47476570206503","373","158.83895150024466","-55.3220969995107","373","117.43026545101232","-138.13946909797536","373"
"188","155.9373094221831","-63.125381155633825","375","85.84108307224534","-203.31783385550932","375","178.6464337584616","-17.707132483076784","375","179.43886933759848","-16.122261324803052","375","171.67084114854563","-31.658317702908708","375"
"189","173.64852340512684","-29.702953189746324","377","153.41153440105438","-70.17693119789124","377","141.6262634741617","-93.74747305167658","377","172.93729589402787","-31.12540821194425","377","-4.635468070066139","-386.2709361401323","377"
"190","130.6540686478228","-117.69186270435439","379","187.19218233524163","-4.6156353295167465","379","40.6352132014087","-297.7295735971826","379","38.262191398988705","-302.4756172020226","379","136.14720896327788","-106.70558207344425","379"
"191","153.77706880203309","-73.44586239593382","381","-54.9578587883783","-490.9157175767566","381","171.68310000908218","-37.63379998183563","381","184.16545778888153","-12.669084422236924","381","182.75490216179713","-15.490195676405744","381"
"192","89.92131811393179","-203.15736377213642","383","85.55120799152652","-211.89758401694695","383","51.0571195389777","-280.8857609220446","383","-22.740045289122975","-428.48009057824595","383","114.97158602372765","-153.0568279525447","383"
"193","106.08497825407966","-172.83004349184068","385","156.0478353733689","-72.90432925326216","385","114.67301398889539","-155.65397202220922","385","92.39707462621529","-200.20585074756943","385","136.33966456860304","-112.32067086279389","385"
"194","148.9277929670413","-89.14441406591737","387","109.2810580301091","-168.4378839397818","387","183.22263091167613","-20.554738176647717","387","173.3608626393953","-40.27827472120942","387","57.37638294295684","-272.2472341140863","387"
"195","123.17357544294167","-142.65284911411666","389","169.90697400605438","-49.18605198789121","389","81.54818522025703","-225.90362955948595","389","43.28540965404363","-302.42918069191273","389","115.36263396521049","-158.27473206957902","389"
"196","153.67523310455186","-83.64953379089624","391","184.37956305752542","-22.24087388494916","391","25.40218054500704","-340.1956389099859","391","167.27419526966867","-56.45160946066264","391","113.87193506516553","-163.25612986966894","391"
"197","160.88403971994057","-71.23192056011882","393","171.13775422180592","-50.72449155638816","393","158.80419702303567","-75.39160595392863","393","170.93564392395143","-51.12871215209713","393","179.90737957431534","-33.18524085136932","393"
"198","111.35162317624142","-172.29675364751716","395","137.2774035982814","-120.44519280343715","395","130.73945517354923","-133.52108965290157","395","195.29074246866546","-4.418515062669067","395","103.71114257446119","-187.57771485107762","395"
"199","70.28968416038745","-256.4206316792251","397","45.400582512192415","-306.19883497561517","397","148.02187146992097","-100.95625706015805","397","148.75543366497692","-99.48913267004613","397","123.04995548217667","-150.90008903564666","397"
"200","34.632481672496","-329.735036655008","399","150.61636153097973","-97.76727693804055","399","157.34186170952987","-84.31627658094025","399","174.4220072497243","-50.15598550055145","399","148.51139885902143","-101.97720228195712","399"
"201","152.84713597632685","-95.3057280473463","401","192.06296978770118","-16.874060424597623","401","81.36024570165827","-238.27950859668346","401","170.6172507407088","-59.76549851858237","401","-4.5363537444032715","-410.07270748880654","401"
"202","99.56810047639559","-203.86379904720883","403","151.5269493093084","-99.9461013813832","403","181.82591502934568","-39.34816994130862","403","-25.61184960765192","-454.22369921530384","403","101.0916714660322","-200.8166570679356","403"
"203","169.29703981268398","-66.40592037463203","405","-59.529952174309756","-524.0599043486195","405","158.116641476698","-88.76671704660403","405","120.5063008454943","-163.9873983090114","405","184.37887951537826","-36.24224096924347","405"
"204","73.05079323466023","-260.89841353067953","407","186.00674111262137","-34.986517774757274","407","146.4060045524955","-114.18799089500902","407","168.15638712160168","-70.68722575679664","407","21.044773271002242","-364.9104534579955","407"
"205","41.012629189634765","-326.97474162073047","409","-83.72118394984068","-576.4423678996814","409","188.2057780677431","-32.58844386451382","409","116.28373819820514","-176.43252360358971","409","166.27505448171004","-76.44989103657991","409"
"206","33.20943469439149","-344.581130611217","411","184.98599533634726","-41.028009327305476","411","199.35867744227332","-12.282645115453377","411","171.69530024704267","-67.60939950591467","411","70.88665796985472","-269.22668406029055","411"
"207","192.05708598842318","-28.885828023153657","413","16.74223116706392","-379.51553766587216","413","171.606727753461","-69.78654449307798","413","-169.8616143207916","-752.7232286415832","413","142.22591162585104","-128.54817674829795","413"
"208","35.95029936343252","-343.09940127313496","415","151.2464153883469","-112.5071692233062","415","155.09898972340508","-104.80202055318982","415","180.8466628830282","-53.30667423394361","415","174.1998743675004","-66.60025126499923","415"
"209","66.37333818597148","-284.25332362805705","417","-221.1745254767228","-859.3490509534456","417","193.5167330190511","-29.966533961897802","417","156.43694562196714","-104.12610875606569","417","150.42996311507278","-116.14007376985442","417"
"210","199.96448768673412","-19.071024626531795","419","64.38508719737652","-290.22982560524696","419","181.91550011566255","-55.168999768674915","419","181.9220957722359","-55.15580845552821","419","178.7863738215433","-61.42725235691344","419"
"211","92.77552106778195","-235.4489578644361","421","33.478041771024635","-354.04391645795073","421","170.74683010113137","-79.50633979773728","421","156.63503989543662","-107.72992020912677","421","106.6946898359377","-207.6106203281246","421"
"212","128.6256935474801","-165.7486129050398","423","-109.68987454204705","-642.3797490840941","423","120.64017982164033","-181.71964035671934","423","155.1978441532275","-112.60431169354503","423","163.9623259191284","-95.07534816174318","423"
"213","6.663650975546517","-411.67269804890697","425","172.4961466772638","-80.0077066454724","425","120.7794217648466","-183.4411564703068","425","133.12026354963768","-158.7594729007246","425","80.95998745785528","-263.08002508428945","425"
"214","13.660530173389219","-399.67893965322156","427","22.350502796693405","-382.2989944066132","427","26.522501090402613","-373.9549978191948","427","146.71748794373633","-133.56502411252737","427","186.80096504167034","-53.398069916659324","427"
"215","15.22834177102635","-398.5433164579473","429","166.60871193280082","-95.7825761343984","429","196.22538616314304","-36.54922767371392","429","-47.51498563069407","-524.0299712613881","429","135.69839457501303","-157.60321084997398","429"
"216","203.27689745895486","-24.44620508209028","431","164.21972196613308","-102.56055606773381","431","106.24376075881499","-218.51247848237003","431","149.61562664174124","-131.7687467165175","431","85.60626126636672","-259.78747746726657","431"
"217","211.25808956060533","-10.483820878789334","433","167.4316010999731","-98.13679780005377","433","195.3384354642793","-42.32312907144138","433","204.15280877915777","-24.694382441684475","433","183.13376867374035","-66.73246265251932","433"
"218","191.9112213225681","-51.17755735486377","435","148.60078552111855","-137.79842895776292","435","176.86334751431394","-81.27330497137213","435","184.1227251701512","-66.75454965969762","435","164.51540740441305","-105.96918519117388","435"
"219","185.21011451182227","-66.57977097635548","437","187.9254704538015","-61.149059092396996","437","194.00500823443133","-48.98998353113731","437","214.53156724273228","-7.936865514535427","437","56.321099466954934","-324.35780106609013","437"
"220","175.25701070819918","-88.48597858360162","439","-13.949459548826354","-466.8989190976527","439","201.68903385034957","-35.621932299300866","439","191.07853542737072","-56.84292914525856","439","135.8343186320106","-167.33136273597884","439"
"221","129.5058212976102","-181.9883574047796","441","31.61192050936151","-377.776158981277","441","128.45903120813188","-184.08193758373622","441","107.07885847592252","-226.84228304815497","441","184.6050854591113","-71.78982908177741","441"
"222","108.06212321406392","-226.87575357187217","443","206.50280307450595","-29.994393850988132","443","157.86536057041823","-127.26927885916353","443","190.88802943296847","-61.22394113406308","443","187.98466804343428","-67.03066391313146","443"
"223","178.61949963244197","-87.76100073511607","445","187.00283289027658","-70.99433421944687","445","207.93299777660587","-29.13400444678823","445","179.14811577517807","-86.70376844964386","445","-11.658171140609056","-468.3163422812181","445"
"224","179.52849058640598","-87.94301882718806","447","208.74884994143883","-29.502300117122335","447","133.7082634868177","-179.58347302636454","447","165.17044019996814","-116.65911960006375","447","74.34236439504033","-298.31527120991933","447"
"225","151.84546791397077","-145.3090641720585","449","131.27458128404095","-186.45083743191813","449","144.75904446283943","-159.48191107432118","449","157.87801334082235","-133.24397331835527","449","33.8058136394981","-381.3883727210038","449"
"226","63.776438423049484","-323.44712315390103","451","167.16637129232802","-116.66725741534397","451","216.10813798508136","-18.783724029837288","451","205.11224766184984","-40.77550467630035","451","106.7341099998704","-237.5317800002592","451"
"227","81.6382546800757","-289.7234906398486","453","-44.129178884378064","-541.2583577687561","453","166.2385679514386","-120.52286409712278","453","203.50334225480418","-45.99331549039166","453","71.86112075680805","-309.2777584863839","453"
"228","-38.2806207063864","-531.5612414127728","455","187.31940446100722","-80.36119107798554","455","191.8144644178733","-71.3710711642534","455","172.75595722735463","-109.48808554529076","455","221.1237792246657","-12.752441550668605","455"
"229","155.76702703768012","-145.46594592463973","457","164.5756485142856","-127.8487029714288","457","183.7079544971926","-89.58409100561481","457","86.45968719183367","-284.08062561633267","457","105.55062441493067","-245.89875117013867","457"
"230","39.66062353018805","-379.6787529396239","459","88.34806291159228","-282.30387417681544","459","186.28640654747224","-86.42718690505554","459","200.89845942495012","-57.20308115009974","459","160.66205477367896","-137.67589045264208","459"
"231","150.21333085341945","-160.57333829316113","461","128.1448658845835","-204.71026823083298","461","155.04466310538538","-150.9106737892292","461","195.5942696888948","-69.81146062221042","461","203.48529904267923","-54.029401914641525","461"
"232","204.35524787853583","-54.28950424292831","463","-137.04327293742944","-737.0865458748589","463","221.51831930387505","-19.96336139224993","463","219.29267990299817","-24.414640194003674","463","205.11068493497376","-52.778630130052456","463"
"233","73.21651836762132","-318.56696326475736","465","155.20375407832785","-154.5924918433443","465","202.32100284714085","-60.357994305718286","465","228.35206755269735","-8.295864894605325","465","182.39336931986244","-100.21326136027513","465"
"234","101.47850451741988","-264.04299096516024","467","-155.83078523789322","-778.6615704757864","467","218.20753514451883","-30.584929710962324","467","141.29907169367158","-184.40185661265681","467","129.01020859949313","-208.97958280101378","467"
"235","-93.27277278115383","-655.5455455623077","469","180.81632751195758","-107.36734497608487","469","120.83623698916217","-227.32752602167565","469","215.09954712893466","-38.80090574213068","469","221.59235560021892","-25.81528879956213","469"
"236","-64.6387753165576","-600.2775506331152","471","116.60352008912152","-237.79295982175697","471","171.56128664937827","-127.87742670124344","471","212.6271455546867","-45.74570889062658","471","194.62571034747293","-81.74857930505415","471"
"237","148.33145074161604","-176.33709851676795","473","226.2331984858102","-20.533603028379588","473","222.63277761472057","-27.734444770558888","473","220.2601716080092","-32.47965678398162","473","80.27002988241972","-312.45994023516056","473"
"238","144.3955892464079","-186.20882150718424","475","170.49208627415993","-134.0158274516801","475","57.97972386142126","-359.0405522771575","475","164.53219286602535","-145.9356142679493","475","60.961007116443","-353.077985767114","475"
"239","202.34804486116764","-72.30391027766476","477","9.024304475798573","-458.95139104840285","477","169.78804732552464","-137.42390534895074","477","122.95546203309898","-231.08907593380204","477","226.76174341187897","-23.476513176242037","477"
"240","174.60159974926086","-129.79680050147832","479","212.43336324613713","-54.13327350772573","479","134.63543285658375","-209.7291342868325","479","221.30933868415693","-36.38132263168614","479","235.18296658437126","-8.634066831257474","479"
"241","152.30754718040092","-176.38490563919817","481","216.64283319647427","-47.71433360705146","481","214.44723598096553","-52.105528038068954","481","221.8313402491688","-37.337319501662414","481","178.98060655097265","-123.0387868980547","481"
"242","201.20181615698917","-80.59636768602167","483","121.6929602641062","-239.6140794717876","483","209.0639408696383","-64.87211826072341","483","226.67398440498542","-29.65203119002915","483","82.79222936689081","-317.4155412662184","483"
"243","211.05537164898894","-62.8892567020221","485","164.83814606800968","-155.32370786398062","485","168.0117765501064","-148.97644689978722","485","233.3157543292951","-18.368491341409804","485","-2.210683188642321","-489.42136637728464","485"
"244","118.92340185944394","-249.15319628111212","487","56.06075175502545","-374.8784964899491","487","186.20899123781493","-114.58201752437017","487","227.00006465181525","-32.99987069636953","487","33.01106285455006","-420.9778742908999","487"
"245","208.51198423004226","-71.97603153991547","489","223.98982147717737","-41.02035704564527","489","186.54469278972053","-115.91061442055894","489","239.0637898438103","-10.872420312379413","489","41.54575249300257","-405.90849501399487","489"
"246","200.14592337795727","-90.70815324408542","491","172.7287821750371","-145.5424356499258","491","186.50521273401284","-117.9895745319743","491","173.38422878312963","-144.2315424337407","491","160.68256116147194","-169.63487767705612","491"
"247","76.24381834869072","-340.51236330261855","493","125.94607642901416","-241.1078471419717","493","129.5440453303421","-233.9119093393158","493","231.78360568612362","-29.43278862775278","493","84.04335308931064","-324.9132938213787","493"
"248","234.46480385108177","-26.070392297836467","495","176.65897508863225","-141.68204982273548","495","171.97841344839276","-151.0431731032145","495","220.46360439347438","-54.072791213051204","495","237.5923821875776","-19.81523562484478","495"
"249","-70.43298555411053","-637.8659711082211","497","220.46142591077404","-56.077148178451935","497","93.78444262661222","-309.43111474677556","497","199.55585032465015","-97.88829935069971","497","209.11212121722352","-78.77575756555296","497"
"250","14.936128248356653","-469.1277435032867","499","203.9409908345388","-91.11801833092237","499","221.82346339967538","-55.35307320064926","499","239.77706184664947","-19.44587630670104","499","145.65106970052503","-207.69786059894994","499"
"251","190.02098054424488","-120.95803891151022","501","240.576290919761","-19.847418160478025","501","189.74060524562432","-121.51878950875134","501","157.46456026553358","-186.07087946893284","501","148.51052576353845","-203.97894847292312","501"
"252","92.15367894952132","-318.69264210095736","503","160.59138914407026","-181.81722171185945","503","117.64514293198653","-267.70971413602695","503","219.28101044637882","-64.43797910724236","503","140.6178885861758","-221.76422282764835","503"
"253","185.08646216534487","-134.82707566931023","505","68.9538470121492","-367.0923059757016","505","194.52707858408635","-115.94584283182729","505","188.9538524165703","-127.09229516685942","505","240.0457171677603","-24.908565664479408","505"
"254","127.68660220845227","-251.62679558309546","507","226.08703187957295","-54.825936240854105","507","111.73332627215785","-283.5333474556843","507","239.591641160346","-27.81671767930798","507","223.92623331817546","-59.14753336364906","507"
"255","89.2319956223723","-330.5360087552554","509","230.62049849972607","-47.759003000547864","509","214.72740498924438","-79.54519002151125","509","183.20603110174784","-142.58793779650432","509","237.1625547958704","-34.67489040825919","509"
"256","191.7202248145762","-127.55955037084759","511","155.84875678035303","-199.30248643929394","511","86.0331584971654","-338.9336830056692","511","132.39235174665703","-246.21529650668595","511","151.34451775357525","-208.3109644928495","511"
"257","208.12102511798867","-96.75794976402268","513","241.67654612925793","-29.646907741484153","513","211.61922875248746","-89.76154249502511","513","248.9800397766585","-15.03992044668303","513","233.23720477622342","-46.525590447553135","513"
"258","184.4478797348433","-146.10424053031338","515","216.90873655846065","-81.18252688307868","515","101.47529895720027","-312.04940208559947","515","206.98077496495648","-101.03845007008701","515","146.96725792267551","-221.06548415464894","515"
"259","131.83823906571513","-253.32352186856974","517","250.54810241918236","-15.903795161635314","517","222.69013130159436","-71.61973739681126","517","59.84803606824164","-397.3039278635167","517","226.2956182149766","-64.40876357004679","517"
"260","-25.75884158928511","-570.5176831785702","519","177.69694418954595","-163.6061116209081","519","251.4589803848062","-16.0820392303876","519","244.33094439401324","-30.338111211973505","519","244.12252343336863","-30.75495313326277","519"
"261","67.91680043707245","-385.1663991258551","521","237.516760530614","-45.96647893877203","521","241.9501926126855","-37.09961477462901","521","244.32513384814928","-32.34973230370147","521","153.74227454953962","-213.51545090092077","521"
"262","242.3047096715141","-38.39058065697182","523","226.49191626092386","-70.0161674781523","523","105.70910018663761","-311.5817996267248","523","224.88340758905926","-73.2331848218815","523","212.32683037709393","-98.34633924581215","523"
"263","79.27225429507556","-366.4554914098489","525","181.24635842526249","-162.50728314947503","525","234.41900278792997","-56.161994424140076","525","183.44071196192982","-158.11857607614036","525","233.22259685673947","-58.55480628652105","525"
"264","190.71228693152185","-145.5754261369563","527","77.14367229338978","-372.71265541322043","527","241.56222759274482","-43.87554481451038","527","17.890993726069212","-491.2180125478616","527","-87.01260334632656","-701.0252066926531","527"
"265","139.07527214059883","-250.84945571880235","529","235.0405301220938","-58.918939755812374","529","221.87434893995726","-85.2513021200855","529","250.26838511259098","-28.463229774818043","529","192.57761997349883","-143.84476005300235","529"
"266","202.46121771937982","-126.0775645612404","531","234.60324235434555","-61.79351529130888","531","251.7003975889486","-27.599204822102816","531","205.69447600961638","-119.61104798076727","531","246.66856201569578","-37.662875968608404","531"
"267","245.54209222036187","-41.91581555927625","533","221.02433876834272","-90.95132246331455","533","176.13911133600632","-180.72177732798735","533","261.96122047996107","-9.077559040077869","533","230.5154772573351","-71.96904548532977","533"
"268","186.35755334773836","-162.28489330452325","535","143.12952168672837","-248.74095662654324","535","247.00548899563046","-40.989022008739056","535","259.3331479328772","-16.333704134245693","535","260.1957618991335","-14.608476201732968","535"
"269","116.89412658745474","-303.21174682509053","537","219.17650045141104","-98.64699909717791","537","237.8894150679895","-61.22116986402103","537","259.4161095506844","-18.16778089863126","537","254.08922592369004","-28.821548152619947","537"
