"episode","helpful-wind-308","helpful-wind-308__MIN","helpful-wind-308__MAX","upbeat-lion-306","upbeat-lion-306__MIN","upbeat-lion-306__MAX","avid-pond-302","avid-pond-302__MIN","avid-pond-302__MAX","upbeat-morning-300","upbeat-morning-300__MIN","upbeat-morning-300__MAX","treasured-sky-299","treasured-sky-299__MIN","treasured-sky-299__MAX"
"545","222.22485065424297","-644.5502986915141","1089","342.5081793811387","-403.98364123772257","1089","469.17493259767446","-150.65013480465115","1089","475.2799003640335","-138.44019927193304","1089","527.6017482979354","-33.79650340412926","1089"
"546","505.54771558027613","-79.90456883944775","1091","167.32702269623962","-756.3459546075208","1091","539.1635709481121","-12.672858103775836","1091","397.87192956128","-295.25614087744","1091","475.5821134738151","-139.83577305236972","1091"
"547","459.1502674358982","-174.6994651282037","1093","-305.98143075022824","-1704.9628615004565","1093","481.45543616720244","-130.0891276655951","1093","452.481099856873","-188.0378002862539","1093","535.4619619886379","-22.076076022724312","1093"
"548","515.6285215096625","-63.742956980675075","1095","212.44003199126502","-670.11993601747","1095","472.1245787208761","-150.75084255824777","1095","540.391336020598","-14.21732795880387","1095","409.94148880663874","-275.1170223867225","1095"
"549","455.8358735264939","-185.32825294701215","1097","211.777869953562","-673.444260092876","1097","489.5622900010532","-117.87541999789362","1097","468.55983805423693","-159.88032389152613","1097","325.87269019644805","-445.25461960710385","1097"
"550","415.15541027179165","-268.6891794564167","1099","48.10429153107026","-1002.7914169378595","1099","438.7394134689084","-221.5211730621832","1099","468.2428118201864","-162.5143763596272","1099","536.9922702345777","-25.015459530844407","1099"
"551","459.7764188846752","-181.44716223064967","1101","-260.81996703217374","-1622.6399340643475","1101","479.5216972174705","-141.95660556505902","1101","539.3052777988866","-22.389444402226818","1101","505.8313064866696","-89.33738702666089","1101"
"552","407.18418987854943","-288.6316202429011","1103","231.77783278148848","-639.444334437023","1103","435.2332872696375","-232.53342546072494","1103","474.2246890565352","-154.5506218869296","1103","532.5245626993609","-37.95087460127817","1103"
"553","338.9528461708841","-427.0943076582319","1105","-77.1965564218549","-1259.3931128437098","1105","506.1602654095959","-92.67946918080816","1105","468.859518847665","-167.28096230466997","1105","486.8270568970807","-131.34588620583858","1105"
"554","200.14286634654138","-706.7142673069172","1107","-152.38612771917974","-1411.7722554383595","1107","512.1795517736546","-82.64089645269091","1107","522.9764119091275","-61.04717618174503","1107","480.7563848801406","-145.4872302397188","1107"
"555","539.5971473951272","-29.805705209745543","1109","41.162008067373336","-1026.6759838652533","1109","536.8074452305891","-35.38510953882169","1109","534.8164915500638","-39.367016899872326","1109","519.1746935005264","-70.65061299894734","1109"
"556","186.50737979076632","-737.9852404184674","1111","76.3683304899937","-958.2633390200126","1111","412.71915770606233","-285.5616845878754","1111","503.3565819596751","-104.28683608064982","1111","523.797699227079","-63.40460154584196","1111"
"557","298.33140599579224","-516.3371880084155","1113","449.4451479653653","-214.10970406926936","1113","524.3122768326205","-64.37544633475898","1113","544.2672415117767","-24.46551697644663","1113","493.37899625471164","-126.24200749057675","1113"
"558","422.91801830324516","-269.1639633935097","1115","83.24773454161073","-948.5045309167785","1115","493.2413185714214","-128.5173628571572","1115","424.963610558389","-265.072778883222","1115","462.9512826697299","-189.0974346605402","1115"
"559","470.92405829273844","-175.15188341452307","1117","-103.24245302233976","-1323.4849060446795","1117","544.8433561173855","-27.313287765229095","1117","541.0287357348509","-34.94252853029826","1117","478.21339854728603","-160.57320290542793","1117"
"560","471.0322539310797","-176.93549213784053","1119","354.6969081533638","-409.60618369327244","1119","552.509636125721","-13.98072774855789","1119","527.9309741248763","-63.13805175024721","1119","502.50881064691794","-113.98237870616413","1119"
"561","329.6617933109188","-461.6764133781623","1121","435.35682958471216","-250.2863408305757","1121","517.9888052141717","-85.02238957165648","1121","513.8868290325914","-93.22634193481703","1121","536.7233315313789","-47.55333693724226","1121"
"562","480.93789936154724","-161.12420127690547","1123","388.45440802317233","-346.09118395365533","1123","460.5004690599031","-201.99906188019384","1123","532.4038653377236","-58.19226932455289","1123","475.3218850046851","-172.3562299906298","1123"
"563","290.6308746019644","-543.7382507960712","1125","-28.02692148212907","-1181.0538429642581","1125","534.2463879000121","-56.5072241999758","1125","533.3625359033015","-58.274928193397066","1125","553.9261697171157","-17.147660565768472","1125"
"564","409.82976367965625","-307.34047264068755","1127","154.6647128886584","-817.6705742226832","1127","535.460359762991","-56.079280474018155","1127","534.1028103059084","-58.79437938818311","1127","551.9570775525394","-23.085844894921234","1127"
"565","544.3387710303123","-40.32245793937536","1129","-95.36297172156048","-1319.725943443121","1129","497.5898971942525","-133.82020561149503","1129","517.8446644528497","-93.31067109430069","1129","353.96746805837427","-421.0650638832514","1129"
"566","517.805477363098","-95.38904527380387","1131","438.76798762373244","-253.46402475253515","1131","475.55811157959226","-179.88377684081547","1131","542.485688378579","-46.02862324284195","1131","485.3329257697816","-160.33414846043686","1131"
"567","327.4937104619082","-478.0125790761836","1133","41.90581476653733","-1049.1883704669253","1133","520.4201001663537","-92.15979966729257","1133","544.6371155429044","-43.72576891419104","1133","527.944735174827","-77.11052965034607","1133"
"568","531.9272227645877","-71.14555447082459","1135","413.9753186917547","-307.0493626164906","1135","529.2603097237251","-76.4793805525498","1135","549.4570231225341","-36.08595375493182","1135","528.6993462942347","-77.60130741153054","1135"
"569","378.40844584356466","-380.1831083128706","1137","103.64567786726803","-929.7086442654639","1137","546.9659552759144","-43.06808944817112","1137","556.4858113273558","-24.028377345288366","1137","410.39088112544425","-316.21823774911155","1137"
"570","318.3441759430427","-502.31164811391454","1139","332.3794190865604","-474.2411618268792","1139","453.3962835255119","-232.2074329489762","1139","563.037302945053","-12.92539410989399","1139","553.9851269798747","-31.029746040250526","1139"
"571","-93.39570294912687","-1327.7914058982537","1141","-7.344987337445218","-1155.6899746748904","1141","452.36157193301733","-236.2768561339654","1141","445.1643335081363","-250.6713329837274","1141","554.3050364046593","-32.38992719068134","1141"
"572","189.93656366943162","-763.1268726611368","1143","245.671221460713","-651.657557078574","1143","470.23363183074","-202.5327363385199","1143","511.6563601778323","-119.68727964433539","1143","534.6261971277727","-73.74760574445453","1143"
"573","229.28971387599688","-686.4205722480062","1145","17.731210927652455","-1109.537578144695","1145","547.6140986704083","-49.77180265918343","1145","536.793425439322","-71.4131491213559","1145","510.6163305477324","-123.76733890453522","1145"
"574","230.98353583046548","-685.032928339069","1147","337.42005031103656","-472.1598993779268","1147","494.05424074819723","-158.89151850360548","1147","527.1246305861251","-92.75073882774979","1147","522.7795650923443","-101.44086981531123","1147"
"575","-60.18844419111201","-1269.376888382224","1149","142.04141642190723","-864.9171671561855","1149","516.6899805776992","-115.62003884460167","1149","521.5947100520102","-105.81057989597957","1149","476.1676570828172","-196.66468583436557","1149"
"576","369.1413734461721","-412.7172531076558","1151","243.46695056835608","-664.0660988632878","1151","570.0450688670188","-10.909862265962301","1151","528.2691566581992","-94.46168668360147","1151","479.5175017808061","-191.9649964383877","1151"
"577","43.77201470546777","-1065.4559705890645","1153","366.75098744578276","-419.4980251084345","1153","484.0213205995876","-184.95735880082475","1153","529.5393918249373","-93.92121635012549","1153","547.4934624116324","-58.013075176735086","1153"
"578","193.96203916930187","-767.0759216613963","1155","418.1114969896706","-318.77700602065875","1155","569.302831460346","-16.39433707930781","1155","550.3339342353902","-54.332131529219616","1155","565.2756249287979","-24.448750142404077","1155"
"579","114.62365701405099","-927.752685971898","1157","527.9594804929941","-101.08103901401189","1157","554.1073476940683","-48.785304611863445","1157","544.8294735771134","-67.34105284577326","1157","557.5584089425147","-41.883182114970715","1157"
"580","548.3424785999903","-62.315042800019526","1159","388.6867539448055","-381.626492110389","1159","539.0612409307248","-80.87751813855034","1159","555.8606961532491","-47.27860769350168","1159","356.37201933212964","-446.2559613357407","1159"
"581","123.39100837213647","-914.2179832557271","1161","395.12800621756367","-370.74398756487267","1161","536.7634299213432","-87.47314015731354","1161","550.7156724491181","-59.568655101763916","1161","473.34102271241545","-214.31795457516915","1161"
"582","521.8929596291755","-119.21408074164911","1163","171.50198287169457","-819.9960342566109","1163","513.1734012336452","-136.65319753270947","1163","524.9866248617755","-113.02675027644919","1163","425.83462737858275","-311.3307452428345","1163"
"583","421.0429255556401","-322.91414888871975","1165","472.8307093676957","-219.33858126460854","1165","575.459293904688","-14.081412190623848","1165","572.1208610958276","-20.758277808344697","1165","525.5394123374845","-113.92117532503107","1165"
"584","357.4860725025793","-452.0278549948414","1167","467.1590636136515","-232.681872772697","1167","386.23978478104175","-394.52043043791656","1167","508.7089943109976","-149.58201137800486","1167","552.1612412815163","-62.67751743696741","1167"
"585","-124.0815112480501","-1417.1630224961002","1169","343.48684444467494","-482.02631111065017","1169","573.6290705183512","-21.741858963297442","1169","445.41637469978014","-278.1672506004397","1169","575.7067122869415","-17.586575426117033","1169"
"586","206.96304661856345","-757.0739067628731","1171","383.7834460769358","-403.4331078461284","1171","543.7235955148928","-83.55280897021419","1171","566.9574820047567","-37.08503599048658","1171","546.1115904019996","-78.77681919600076","1171"
"587","509.12813896618565","-154.74372206762874","1173","519.7788238160922","-133.44235236781552","1173","561.3282344595938","-50.34353108081249","1173","513.0090347351395","-146.98193052972113","1173","480.8492968532948","-211.3014062934104","1173"
"588","541.581919891519","-91.83616021696207","1175","348.1739371340205","-478.652125731959","1175","501.62746694814814","-171.74506610370375","1175","523.4350010958016","-128.1299978083968","1175","273.21807054422567","-628.5638589115487","1175"
"589","577.4420241219348","-22.115951756130507","1177","200.60823788079318","-775.7835242384136","1177","524.5690612100157","-127.86187757996872","1177","566.4719963150718","-44.05600736985638","1177","579.2307866850039","-18.538426629992376","1177"
"590","559.7219346948575","-59.55613061028503","1179","403.04066451764595","-372.91867096470816","1179","509.1392858546679","-160.72142829066425","1179","570.9203957110169","-37.159208577966275","1179","562.9417987872621","-53.11640242547586","1179"
"591","391.14159962246333","-398.7168007550734","1181","390.5082597971674","-399.98348040566515","1181","579.1316030790391","-22.73679384192187","1181","585.6603359148386","-9.67932817032285","1181","355.5971164058554","-469.8057671882892","1181"
"592","567.171868597099","-48.656262805801965","1183","407.7906355293008","-367.4187289413984","1183","558.439279563435","-66.12144087313011","1183","540.1384825864955","-102.72303482700916","1183","251.95106258017046","-679.0978748396591","1183"
"593","580.9160943048659","-23.1678113902684","1185","408.17495016197495","-368.6500996760501","1185","548.7967403211154","-87.40651935776911","1185","572.1456065446821","-40.70878691063585","1185","549.4991222832799","-86.00175543344011","1185"
"594","414.43186564603354","-358.1362687079329","1187","183.07154525284943","-820.8569094943011","1187","558.9213072638113","-69.15738547237731","1187","579.8059264069187","-27.388147186162463","1187","456.4791839269097","-274.04163214618063","1187"
"595","581.6634342493038","-25.673131501392398","1189","400.5499264011978","-387.9001471976044","1189","572.4529600964253","-44.09407980714935","1189","546.3872986437639","-96.22540271247236","1189","554.7447705361283","-79.51045892774344","1189"
"596","502.37743033432105","-186.24513933135793","1191","317.7422264791404","-555.5155470417192","1191","479.83174342238414","-231.33651315523173","1191","571.98239623269","-47.035207534620035","1191","565.8798789364807","-59.24024212703855","1191"
"597","559.1219714703578","-74.75605705928437","1193","537.0257387444185","-118.948522511163","1193","594.5163614043454","-3.9672771913091895","1193","564.556453170863","-63.88709365827399","1193","372.41163188577684","-448.17673622844626","1193"
"598","514.5041895150712","-165.9916209698577","1195","304.33254839949126","-586.3349032010175","1195","510.53156641548935","-173.93686716902135","1195","578.0408107425269","-38.918378514946106","1195","540.8807675063815","-113.23846498723692","1195"
"599","545.4849100021839","-106.03017999563217","1197","464.28195960978223","-268.43608078043553","1197","536.5663350850673","-123.8673298298655","1197","594.8777598226974","-7.244480354605182","1197","305.4792871729607","-586.0414256540786","1197"
